date,大盤_開盤價,大盤_最高價,大盤_最低價,大盤_收盤價,大盤_成交量,大盤_SMA5,大盤_SMA10
'2010/06/09 00:00,7166.19,7193.04,7048.6,7071.67,91468483180,7217.272,7248.386
'2010/06/10 00:00,7134.16,7182.99,7085.34,7181.77,65664650550,7181.57,7242.247
'2010/06/11 00:00,7302.97,7321.6,7273.7,7299.49,86958479510,7172.55,7242.664
'2010/06/14 00:00,7372.93,7393.41,7347.23,7387.4,68517086670,7218.464,7244.006
'2010/06/15 00:00,7388.57,7489.68,7364.34,7454.06,79865598890,7278.878,7260.479
'2010/06/17 00:00,7503.12,7534.06,7481.72,7515.78,91944886100,7367.7,7292.486
'2010/06/18 00:00,7538.55,7538.55,7459.93,7493.11,66842976900,7429.968,7305.769
'2010/06/21 00:00,7595.93,7645.71,7562.25,7635.56,1.08306E+11,7497.182,7334.866
'2010/06/22 00:00,7630.64,7639.66,7610.62,7612.68,76546763710,7542.238,7380.351
'2010/06/23 00:00,7576.29,7615.44,7549.98,7582.15,77255460690,7567.856,7423.367
'2010/06/24 00:00,7601.72,7607.63,7567.96,7589.89,74959171010,7582.678,7475.189
'2010/06/25 00:00,7509.72,7537.37,7463.29,7474.71,87823546180,7578.998,7504.483
'2010/06/28 00:00,7507.15,7536.61,7489.55,7500.79,73795725320,7552.044,7524.613
'2010/06/29 00:00,7554.78,7584.81,7423.57,7423.57,84989664100,7514.222,7528.23
'2010/06/30 00:00,7277.39,7337.32,7255.09,7329.37,88841715480,7463.666,7515.761
'2010/07/01 00:00,7326.89,7327.4,7251.6,7254.06,83324845280,7396.5,7489.589
'2010/07/02 00:00,7285.01,7378.77,7285.01,7330.74,97205567810,7367.706,7473.352
'2010/07/05 00:00,7351.18,7447.18,7351.18,7439.96,90493227520,7355.54,7453.792
'2010/07/06 00:00,7385.33,7548.48,7382.37,7548.48,1.14851E+11,7380.522,7447.372
'2010/07/07 00:00,7560.22,7565.37,7517.68,7534.46,1.03533E+11,7421.54,7442.603
'2010/07/08 00:00,7612.71,7622.46,7583.36,7608.85,1.20874E+11,7492.498,7444.499
'2010/07/09 00:00,7644.11,7652.55,7599.84,7647.25,1.0208E+11,7555.8,7461.753
'2010/07/12 00:00,7674.26,7705.11,7636.81,7639.55,1.05363E+11,7595.718,7475.629
'2010/07/13 00:00,7664.71,7671.48,7587.87,7597.42,90232929540,7605.506,7493.014
'2010/07/14 00:00,7688.82,7720.63,7683.83,7714.51,1.18597E+11,7641.516,7531.528
'2010/07/15 00:00,7699.49,7732.31,7681.87,7704.52,1.03315E+11,7660.65,7576.574
'2010/07/16 00:00,7717.24,7719.05,7660.76,7664.57,1.20836E+11,7664.114,7609.957
'2010/07/19 00:00,7602.68,7666.58,7596.26,7649.83,80441606620,7666.17,7630.944
'2010/07/20 00:00,7678.89,7730.88,7638.49,7712.03,92167587060,7689.092,7647.299
'2010/07/21 00:00,7742.48,7752.8,7678.3,7701.29,1.01517E+11,7686.448,7663.982
'2010/07/22 00:00,7699.36,7718.92,7665.78,7666.34,87535821860,7678.812,7669.731
'2010/07/23 00:00,7747.03,7782.02,7739.04,7761.22,1.22797E+11,7698.142,7681.128
'2010/07/26 00:00,7787.07,7807.07,7765.68,7787.45,1.02282E+11,7725.666,7695.918
'2010/07/27 00:00,7806.25,7806.25,7748.01,7748.01,97918718560,7732.862,7710.977
'2010/07/28 00:00,7736.59,7786.23,7726.4,7784.81,1.09107E+11,7749.566,7718.007
'2010/07/29 00:00,7778.74,7799.57,7738.48,7798.99,1.18764E+11,7776.096,7727.454
'2010/07/30 00:00,7765.25,7781.24,7731.19,7760.63,1.03872E+11,7775.978,7737.06
'2010/08/02 00:00,7829.19,7917.95,7829.19,7911.68,1.41887E+11,7800.824,7763.245
'2010/08/03 00:00,7961.68,7970.58,7915.83,7957.53,1.42812E+11,7842.728,7787.795
'2010/08/04 00:00,7960.3,7978.16,7938.92,7972.66,1.25621E+11,7880.298,7814.932
'2010/08/05 00:00,8010.07,8018.74,7921.98,7936.85,1.56209E+11,7907.87,7841.983
'2010/08/06 00:00,7938.09,7963.3,7922.29,7963.3,1.15959E+11,7948.404,7862.191
'2010/08/09 00:00,7974.67,8040.94,7971.19,8034.49,1.24478E+11,7972.966,7886.895
'2010/08/10 00:00,8054.29,8054.29,7975.38,7976.74,1.35667E+11,7976.808,7909.768
'2010/08/11 00:00,7923.57,7956.9,7869.52,7895.03,1.25488E+11,7961.282,7920.79
'2010/08/12 00:00,7789.46,7837.38,7776.66,7829.79,1.15535E+11,7939.87,7923.87
'2010/08/13 00:00,7845.98,7906.35,7830.46,7891.58,1.31148E+11,7925.526,7936.965
'2010/08/16 00:00,7884.28,7941.22,7850.13,7941.22,1.19428E+11,7906.872,7939.919
'2010/08/17 00:00,7962.7,7973.15,7931.09,7931.09,1.32357E+11,7897.742,7937.275
'2010/08/18 00:00,7978.52,7984.57,7897.18,7924.1,1.34551E+11,7903.556,7932.419
'2010/08/19 00:00,7925.48,7948.73,7886.73,7928.94,1.2335E+11,7923.386,7931.628
'2010/08/20 00:00,7915.16,7941.61,7905.01,7927.31,1.01185E+11,7930.532,7928.029
'2010/08/23 00:00,7938.21,8013.12,7924.1,7975.93,1.2256E+11,7937.474,7922.173
'2010/08/24 00:00,7983.62,7990.49,7940.64,7940.64,1.30853E+11,7939.384,7918.563
'2010/08/25 00:00,7889.57,7889.57,7736.98,7736.98,1.59308E+11,7901.96,7902.758
'2010/08/26 00:00,7743.32,7758.14,7666.51,7689.74,1.19438E+11,7854.12,7888.753
'2010/08/27 00:00,7702.59,7722.91,7662.23,7722.91,92099278370,7813.24,7871.886
'2010/08/30 00:00,7797.26,7806.91,7737.28,7741.2,87895187080,7766.294,7851.884
'2010/08/31 00:00,7669.31,7687.47,7577.1,7616.28,1.15801E+11,7701.422,7820.403
'2010/09/01 00:00,7643.61,7679.43,7625.72,7668.25,1.06593E+11,7687.676,7794.818
'2010/09/02 00:00,7764.8,7780.53,7715.31,7720.82,1.1578E+11,7693.892,7774.006
'2010/09/03 00:00,7770.93,7830.21,7770.93,7830.21,1.32023E+11,7715.352,7764.296
'2010/09/06 00:00,7879.7,7902.56,7841.83,7890.95,1.27777E+11,7745.302,7755.798
'2010/09/07 00:00,7914.38,7922.07,7876.67,7884.4,1.26487E+11,7798.926,7750.174
'2010/09/08 00:00,7866.35,7898.76,7824.65,7851.31,1.12756E+11,7835.538,7761.607
'2010/09/09 00:00,7901.83,7903.47,7817.87,7835.54,1.18392E+11,7858.482,7776.187
'2010/09/10 00:00,7900.56,7911.66,7859.33,7890.11,1.20285E+11,7870.462,7792.907
'2010/09/13 00:00,7961.98,8091.3,7946.98,8091.3,1.46395E+11,7910.532,7827.917
'2010/09/14 00:00,8121.68,8132.6,8081.79,8132.6,1.39811E+11,7960.172,7879.549
'2010/09/15 00:00,8152.63,8163.82,8113.97,8163.82,1.44488E+11,8022.674,7929.106
'2010/09/16 00:00,8174.85,8182.8,8099.75,8099.75,1.32158E+11,8075.516,7966.999
'2010/09/17 00:00,8150.94,8197.82,8134.3,8158.33,1.50138E+11,8129.16,7999.811
'2010/09/20 00:00,8174.88,8195.74,8161.82,8186.96,1.21946E+11,8148.292,8029.412
'2010/09/21 00:00,8249.6,8251.42,8177.4,8196.4,1.2968E+11,8161.052,8060.612
'2010/09/23 00:00,8201.68,8223.22,8154.97,8202.54,1.34974E+11,8168.796,8095.735
'2010/09/24 00:00,8182.16,8190.96,8129.21,8166.62,1.20488E+11,8182.17,8128.843
'2010/09/27 00:00,8239.11,8240.86,8189.38,8191.54,1.25333E+11,8188.812,8158.986
'2010/09/28 00:00,8201.81,8211.42,8173.26,8189.44,99248418300,8189.308,8168.8
'2010/09/29 00:00,8241.65,8286.93,8218.75,8240.89,1.43421E+11,8198.206,8179.629
'2010/09/30 00:00,8259.24,8267.55,8204.84,8237.78,1.24519E+11,8205.254,8187.025
'2010/10/01 00:00,8259.08,8260.28,8220.73,8244.18,1.11965E+11,8220.766,8201.468
'2010/10/04 00:00,8261.16,8300.04,8240.67,8246.1,1.38288E+11,8231.678,8210.245
'2010/10/05 00:00,8217.86,8217.86,8155.3,8200.43,1.1634E+11,8233.876,8211.592
'2010/10/06 00:00,8296.23,8301.39,8267.61,8284.03,1.48353E+11,8242.504,8220.355
'2010/10/07 00:00,8304.91,8310.8,8270.31,8283.92,1.29167E+11,8251.732,8228.493
'2010/10/08 00:00,8306.32,8309.91,8232.02,8244.19,1.14436E+11,8251.734,8236.25
'2010/10/11 00:00,8277.78,8277.78,8165.2,8176.76,95853989430,8237.866,8234.772
'2010/10/12 00:00,8176.7,8180.39,8058.59,8090.22,1.02139E+11,8215.824,8224.85
'2010/10/13 00:00,8116.69,8143.19,8067.87,8106.66,1.04802E+11,8180.35,8211.427
'2010/10/14 00:00,8181.51,8252.2,8178.34,8215.45,1.20894E+11,8166.656,8209.194
'2010/10/15 00:00,8216.87,8242.77,8184.29,8205.3,1.24699E+11,8158.878,8205.306
'2010/10/18 00:00,8209.39,8209.39,8057.12,8060.54,1.13349E+11,8135.634,8186.75
'2010/10/19 00:00,8044.9,8074.68,8018.31,8046.23,87738094030,8126.836,8171.33
'2010/10/20 00:00,7993.43,8131.19,7992.81,8124.62,1.05062E+11,8130.428,8155.389
'2010/10/21 00:00,8135.57,8171.49,8109.79,8131.23,1.20479E+11,8113.584,8140.12
'2010/10/22 00:00,8169.51,8174.03,8148.26,8168.06,1.03348E+11,8106.136,8132.507
'2010/10/25 00:00,8204.01,8307.59,8199.49,8306.98,1.27104E+11,8155.424,8145.529
'2010/10/26 00:00,8336.95,8353.86,8319.01,8343.23,1.19491E+11,8214.824,8170.83
'2010/10/27 00:00,8369.75,8372.52,8285.73,8291.04,1.10173E+11,8248.108,8189.268
'2010/10/28 00:00,8315,8386.29,8281.52,8354.05,1.27527E+11,8292.672,8203.128
'2010/10/29 00:00,8348.39,8348.39,8278.72,8287.09,1.06585E+11,8316.478,8211.307
'2010/11/01 00:00,8343.52,8407.91,8343.52,8379.75,1.2615E+11,8331.032,8243.228
'2010/11/02 00:00,8380.06,8390.1,8344.76,8344.76,1.1466E+11,8331.338,8273.081
'2010/11/03 00:00,8394.53,8398.3,8273.47,8293.9,1.2656E+11,8331.91,8290.009
'2010/11/04 00:00,8321.36,8367.19,8317.86,8357.85,98175978240,8332.67,8312.671
'2010/11/05 00:00,8444.81,8458.47,8420.65,8449.34,1.5427E+11,8365.12,8340.799
'2010/11/08 00:00,8473.66,8473.66,8416.2,8430.58,1.32339E+11,8375.286,8353.159
'2010/11/09 00:00,8430.7,8457.41,8421.13,8445.63,97621698190,8395.46,8363.399
'2010/11/10 00:00,8457.09,8471.57,8425.24,8450.63,1.13928E+11,8426.806,8379.358
'2010/11/11 00:00,8437.02,8458.49,8422.96,8436.95,1.04737E+11,8442.626,8387.648
'2010/11/12 00:00,8404.43,8416.35,8309.36,8316.05,98033816490,8415.968,8390.544
'2010/11/15 00:00,8287.83,8301.35,8226.71,8240.65,86971582710,8377.982,8376.634
'2010/11/16 00:00,8234.22,8324.51,8234.22,8312.21,86969955760,8351.298,8373.379
'2010/11/17 00:00,8249.95,8284.51,8228.24,8255.54,81696289200,8312.28,8369.543
'2010/11/18 00:00,8285.55,8286.92,8238.77,8283.45,74940755180,8281.58,8362.103
'2010/11/19 00:00,8344.66,8372.16,8283.27,8306.12,97884474870,8279.594,8347.781
'2010/11/22 00:00,8343.32,8391.25,8334.42,8374.91,88874591620,8306.446,8342.214
'2010/11/23 00:00,8388.26,8396.49,8323.81,8328.63,1.0191E+11,8309.73,8330.514
'2010/11/24 00:00,8277.33,8337.19,8277.33,8297.05,93138604590,8318.032,8315.156
'2010/11/25 00:00,8337.9,8355.39,8330.92,8349.99,1.05356E+11,8331.34,8306.46
'2010/11/26 00:00,8371.27,8371.27,8312.15,8312.15,1.11509E+11,8332.546,8306.07
'2010/11/29 00:00,8399.77,8401.42,8331.51,8367.17,1.09576E+11,8330.998,8318.722
'2010/11/30 00:00,8384.64,8443.38,8363.97,8372.48,1.50484E+11,8339.768,8324.749
'2010/12/01 00:00,8430.6,8520.11,8428.64,8520.11,1.49902E+11,8384.38,8351.206
'2010/12/02 00:00,8598.01,8641.13,8572.65,8585.77,1.71203E+11,8431.536,8381.438
'2010/12/03 00:00,8630.88,8659.62,8618.26,8624.01,1.58247E+11,8493.908,8413.227
'2010/12/06 00:00,8675.45,8718.53,8675.45,8702.23,1.40946E+11,8560.92,8445.959
'2010/12/07 00:00,8716,8716,8654.49,8704.39,1.23503E+11,8627.302,8483.535
'2010/12/08 00:00,8727.88,8729.7,8683.98,8703.79,1.24001E+11,8664.038,8524.209
'2010/12/09 00:00,8769.34,8782.82,8736.77,8753.84,1.59629E+11,8697.652,8564.594
'2010/12/10 00:00,8740.71,8744.67,8684.05,8718.83,1.43344E+11,8716.616,8605.262
'2010/12/13 00:00,8748.64,8764.51,8736.54,8736.59,1.26633E+11,8723.488,8642.204
'2010/12/14 00:00,8771.9,8789.25,8717.53,8740.43,1.45887E+11,8730.696,8678.999
'2010/12/15 00:00,8755.32,8756.71,8698.41,8756.71,1.3689E+11,8741.28,8702.659
'2010/12/16 00:00,8770.74,8797.98,8767.44,8782.2,1.23382E+11,8746.952,8722.302
'2010/12/17 00:00,8828.05,8860.38,8817.51,8817.9,1.51206E+11,8766.766,8741.691
'2010/12/20 00:00,8861.09,8861.09,8740.3,8768.72,1.15918E+11,8773.192,8748.34
'2010/12/21 00:00,8802.86,8827.79,8772.59,8827.79,99356530240,8790.664,8760.68
'2010/12/22 00:00,8847.27,8865.42,8834.32,8860.49,1.29988E+11,8811.42,8776.35
'2010/12/23 00:00,8891.41,8914.34,8874.87,8898.87,1.33617E+11,8834.754,8790.853
'2010/12/24 00:00,8910.61,8911.41,8861.01,8861.1,1.20772E+11,8843.394,8805.08
'2010/12/27 00:00,8866.67,8908.42,8828.67,8892.31,1.11525E+11,8868.112,8820.652
'2010/12/28 00:00,8919.26,8919.26,8839.83,8870.76,1.01337E+11,8876.706,8833.685
'2010/12/29 00:00,8878.1,8893.14,8844.67,8866.35,1.45089E+11,8877.878,8844.649
'2010/12/30 00:00,8883.21,8920.79,8871.07,8907.91,1.28146E+11,8879.686,8857.22
'2010/12/31 00:00,8936.11,8990.38,8932.64,8972.5,1.5253E+11,8901.966,8872.68
'2011/01/03 00:00,9039.63,9041.32,8994.5,9025.3,1.48673E+11,8928.564,8898.338
'2011/01/04 00:00,9045.11,9046.18,8988.58,8997.19,1.6135E+11,8953.85,8915.278
'2011/01/05 00:00,9014.32,9027.16,8812.36,8846.31,1.78101E+11,8949.842,8913.86
'2011/01/06 00:00,8866.23,8883.21,8813.63,8883.21,1.38197E+11,8944.902,8912.294
'2011/01/07 00:00,8905.25,8907.11,8738.93,8782.72,1.57984E+11,8906.946,8904.456
'2011/01/10 00:00,8798.05,8817.88,8762.5,8817.88,1.00052E+11,8865.462,8897.013
'2011/01/11 00:00,8810.77,8935.27,8794.77,8931.36,1.31114E+11,8852.296,8903.073
'2011/01/12 00:00,8992.01,9000.78,8955.47,8965,1.40603E+11,8876.034,8912.938
'2011/01/13 00:00,9034.17,9034.17,8948.23,8975.58,1.44822E+11,8894.508,8919.705
'2011/01/14 00:00,8985.34,8998.14,8937.5,8972.51,1.03261E+11,8932.466,8919.706
'2011/01/17 00:00,8998.89,9006.36,8921.19,8925.09,1.27254E+11,8953.908,8909.685
'2011/01/18 00:00,8889.84,9003.45,8887.03,8988,1.29192E+11,8965.236,8908.766
'2011/01/19 00:00,9023.3,9092.28,9005.77,9086.02,1.5061E+11,8989.44,8932.737
'2011/01/20 00:00,9059.8,9063.52,9017.8,9022.17,1.18704E+11,8998.758,8946.633
'2011/01/21 00:00,8935.29,8980.54,8892.27,8954.38,1.20782E+11,8995.132,8963.799
'2011/01/24 00:00,8983.59,8993.56,8927.49,8947.79,94526941095,8999.672,8976.79
'2011/01/25 00:00,9001.74,9032.3,8991.39,8991.39,1.13412E+11,9000.35,8982.793
'2011/01/26 00:00,9010.41,9072.76,9009.18,9055.59,1.28967E+11,8994.264,8991.852
'2011/01/27 00:00,9093.54,9126.93,9092.97,9102.33,1.40692E+11,9010.296,9004.527
'2011/01/28 00:00,9122.16,9154.93,9095.71,9145.35,1.43045E+11,9048.49,9021.811
'2011/02/08 00:00,9220.69,9220.69,9085.41,9111.46,1.61366E+11,9081.224,9040.448
'2011/02/09 00:00,9107.96,9129.88,8992.64,9006.82,1.45299E+11,9084.31,9042.33
'2011/02/10 00:00,8962.07,8979.35,8836.56,8836.56,1.4634E+11,9040.504,9017.384
'2011/02/11 00:00,8842.41,8842.41,8574.65,8609.86,1.72143E+11,8942.01,8976.153
'2011/02/14 00:00,8666.61,8715.97,8626.66,8685.47,1.2033E+11,8850.034,8949.262
'2011/02/15 00:00,8679.12,8753.05,8565.05,8721.93,1.33208E+11,8772.128,8926.676
'2011/02/16 00:00,8740.32,8767.09,8702.81,8712.96,1.22731E+11,8713.356,8898.833
'2011/02/17 00:00,8738.71,8745.65,8669.77,8683.88,1.21679E+11,8682.82,8861.662
'2011/02/18 00:00,8763.69,8874.5,8763.69,8843.84,1.28604E+11,8729.616,8835.813
'2011/02/21 00:00,8867.16,8867.16,8797.25,8839.22,1.1684E+11,8760.366,8805.2
'2011/02/22 00:00,8744.81,8744.81,8613.34,8673.67,1.51149E+11,8750.714,8761.421
'2011/02/23 00:00,8604.32,8673.2,8521.25,8528.94,1.34087E+11,8713.91,8713.633
'2011/02/24 00:00,8561.16,8633.24,8541.64,8541.64,1.17586E+11,8685.462,8684.141
'2011/02/25 00:00,8597.87,8635.04,8470.09,8599.65,1.69433E+11,8636.624,8683.12
'2011/03/01 00:00,8611.79,8734.24,8611.79,8727.56,1.26462E+11,8614.292,8687.329
'2011/03/02 00:00,8675.37,8709.57,8619.9,8619.9,1.1848E+11,8603.538,8677.126
'2011/03/03 00:00,8661.63,8758.89,8661.63,8738.37,1.30311E+11,8645.424,8679.667
'2011/03/04 00:00,8815.52,8829.23,8771.89,8784.4,1.37762E+11,8693.976,8689.719
'2011/03/07 00:00,8769.87,8769.87,8706.38,8713.79,98529205175,8716.804,8676.714
'2011/03/08 00:00,8692.1,8768.31,8692.1,8747.75,1.10999E+11,8720.842,8667.567
'2011/03/09 00:00,8810.35,8824.41,8730.74,8750.02,1.19226E+11,8746.866,8675.202
'2011/03/10 00:00,8754.41,8754.41,8635.75,8642.9,1.17275E+11,8727.772,8686.598
'2011/03/11 00:00,8566.91,8593.71,8513.51,8567.82,1.10721E+11,8684.456,8689.216
'2011/03/14 00:00,8616.29,8616.29,8395.11,8520.02,1.29118E+11,8645.702,8681.253
'2011/03/15 00:00,8493.83,8519.9,8070.52,8234.78,1.88009E+11,8543.108,8631.975
'2011/03/16 00:00,8317.38,8372.02,8257.08,8324.58,1.4253E+11,8458.02,8602.443
'2011/03/17 00:00,8190.5,8282.69,8150.73,8282.69,1.33261E+11,8385.978,8556.875
'2011/03/18 00:00,8343.79,8399.17,8312.88,8394.75,1.27584E+11,8351.364,8517.91
'2011/03/21 00:00,8421.66,8508.2,8394.22,8467.71,97544814935,8340.902,8493.302
'2011/03/22 00:00,8523.27,8552.82,8508.04,8508.04,1.06199E+11,8395.554,8469.331
'2011/03/23 00:00,8529.93,8551.12,8481.96,8545.08,97989858465,8439.654,8448.837
'2011/03/24 00:00,8589.71,8603.43,8550.6,8576.4,96784376060,8498.396,8442.187
'2011/03/25 00:00,8645.37,8658.05,8587.84,8610.39,1.04253E+11,8541.524,8446.444
'2011/03/28 00:00,8587.99,8604.24,8549.26,8553.06,78556215050,8558.594,8449.748
'2011/03/29 00:00,8538.44,8596.57,8522.57,8596.57,89531723430,8576.3,8485.927
'2011/03/30 00:00,8605.83,8671.59,8605.83,8646.31,1.12149E+11,8596.546,8518.1
'2011/03/31 00:00,8683.69,8685.44,8608.05,8683.3,1.06587E+11,8617.926,8558.161
'2011/04/01 00:00,8697.84,8705.13,8654.4,8705.13,94240159515,8636.874,8589.199
'2011/04/06 00:00,8772.13,8860.02,8767.21,8851.98,1.37954E+11,8696.658,8627.626
'2011/04/07 00:00,8884.84,8901.72,8828.92,8901.72,1.12626E+11,8757.688,8666.994
'2011/04/08 00:00,8904.44,8929.06,8862.49,8894.54,1.27977E+11,8807.334,8701.94
'2011/04/11 00:00,8922.75,8922.75,8836.38,8880.27,96624253510,8846.728,8732.327
'2011/04/12 00:00,8839.22,8839.22,8708.86,8732.59,1.00179E+11,8852.22,8744.547
'2011/04/13 00:00,8727.95,8780.2,8700.08,8780.2,89425259705,8837.864,8767.261
'2011/04/14 00:00,8787.75,8835.39,8772.3,8802.73,1.03454E+11,8818.066,8787.877
'2011/04/15 00:00,8828.63,8834.07,8716.7,8718.12,1.06792E+11,8782.782,8795.058
'2011/04/18 00:00,8752.56,8764.65,8703.11,8714.48,93039537905,8749.624,8798.176
'2011/04/19 00:00,8643.4,8658.97,8592.23,8638.55,99520489455,8730.816,8791.518
'2011/04/20 00:00,8704.48,8813.28,8698.97,8813.28,1.23353E+11,8737.432,8787.648
'2011/04/21 00:00,8893.07,8992.08,8892.06,8957.65,1.58894E+11,8768.416,8793.241
'2011/04/22 00:00,8980.43,8992.67,8956.07,8969.43,1.13765E+11,8818.678,8800.73
'2011/04/25 00:00,9015.91,9037.09,8950.75,8950.75,1.01593E+11,8865.932,8807.778
'2011/04/26 00:00,8894.01,8966.86,8866.74,8948.14,98589307755,8927.85,8829.333
'2011/04/27 00:00,9012.28,9060.5,9012.28,9049.25,1.32682E+11,8975.044,8856.238
'2011/04/28 00:00,9088.97,9099.75,9021.36,9040.77,1.31947E+11,8991.668,8880.042
'2011/04/29 00:00,9050.49,9058.78,8943.99,9007.87,1.45288E+11,8999.356,8909.017
'2011/05/03 00:00,9014.33,9018.7,8895.25,8946.08,1.23793E+11,8998.422,8932.177
'2011/05/04 00:00,8937.3,8947.35,8864.55,8947.35,1.14389E+11,8998.264,8963.057
'2011/05/05 00:00,8930.24,9029.58,8907.97,9018.61,1.34332E+11,8992.136,8983.59
'2011/05/06 00:00,8997.73,9018.4,8954.81,8977.23,1.2669E+11,8979.428,8985.548
'2011/05/09 00:00,9001.8,9081.26,8984.43,9035.48,1.24025E+11,8984.95,8992.153
'2011/05/10 00:00,9048.25,9055.91,9007.93,9023.28,98240770970,9000.39,8999.406
'2011/05/11 00:00,9073.88,9082.01,9014.36,9020.4,1.04566E+11,9015,9006.632
'2011/05/12 00:00,8977.77,9052.98,8963.24,9033.68,1.09529E+11,9018.014,9005.075
'2011/05/13 00:00,9039.55,9059.46,8986.18,9006.61,1.16621E+11,9023.89,9001.659
'2011/05/16 00:00,8996.7,8996.7,8911.71,8911.71,93424053125,8999.136,8992.043
'2011/05/17 00:00,8917.25,8928.99,8854.14,8884.09,1.00279E+11,8971.298,8985.844
'2011/05/18 00:00,8885.4,8946.99,8885.4,8944.84,87181554560,8956.186,8985.593
'2011/05/19 00:00,8952.25,9026.18,8888.21,8892.88,1.12852E+11,8928.026,8973.02
'2011/05/20 00:00,8944.38,8944.38,8822.75,8837.03,95398759500,8894.11,8959
'2011/05/23 00:00,8767.3,8776.46,8695.34,8747.51,93451748665,8861.27,8930.203
'2011/05/24 00:00,8730.23,8756.9,8673.38,8756.61,91957407080,8835.774,8903.536
'2011/05/25 00:00,8732.3,8763.64,8682.49,8727.09,88749258820,8792.224,8874.205
'2011/05/26 00:00,8797.29,8807.08,8751.52,8788.4,86902018700,8771.328,8849.677
'2011/05/27 00:00,8806.29,8860.03,8803.59,8810,96297021380,8765.922,8830.016
'2011/05/30 00:00,8757.66,8844.03,8748.13,8823.68,88022315920,8781.156,8821.213
'2011/05/31 00:00,8860.58,9003.6,8860.58,8988.84,1.31269E+11,8827.602,8831.688
'2011/06/01 00:00,8999.84,9089.47,8999.84,9062.35,1.30933E+11,8894.654,8843.439
'2011/06/02 00:00,8981.71,9036.27,8977.67,8991.36,1.11228E+11,8935.246,8853.287
'2011/06/03 00:00,9024.54,9052.18,8997.35,9046.28,90970871070,8982.502,8874.212
'2011/06/07 00:00,9025.21,9059.19,8981.44,9057.1,89559878815,9029.186,8905.171
'2011/06/08 00:00,9044.85,9070.25,9007.53,9007.53,91259991965,9032.924,8930.263
'2011/06/09 00:00,9020.6,9045.44,8996.08,9000.94,79583007435,9020.642,8957.648
'2011/06/10 00:00,9042.35,9053.39,8837.82,8837.82,1.11434E+11,8989.934,8962.59
'2011/06/13 00:00,8791.67,8811.97,8703.52,8712.95,98346518950,8923.268,8952.885
'2011/06/14 00:00,8737.24,8836.51,8737.24,8829.21,85732446320,8877.69,8953.438
'2011/06/15 00:00,8833.86,8876.14,8733.6,8831.45,1.25994E+11,8842.474,8937.699
'2011/06/16 00:00,8739.84,8739.84,8654.43,8654.43,1.051E+11,8773.172,8896.907
'2011/06/17 00:00,8671.45,8702,8618.85,8636.1,1.08565E+11,8732.828,8861.381
'2011/06/20 00:00,8679.15,8685.33,8518.66,8530.68,94755003190,8696.374,8809.821
'2011/06/21 00:00,8571.93,8617.96,8523.04,8597.62,1.00723E+11,8650.056,8763.873
'2011/06/22 00:00,8663.86,8679.37,8598.08,8621.04,1.00204E+11,8607.974,8725.224
'2011/06/23 00:00,8601.15,8619.39,8559.33,8567.28,87987249890,8590.544,8681.858
'2011/06/24 00:00,8567.46,8569.59,8508.16,8532.83,91734333955,8569.89,8651.359
'2011/06/27 00:00,8456.36,8519.21,8433.46,8500.16,88938303960,8563.786,8630.08
'2011/06/28 00:00,8536.13,8572.62,8478.69,8478.86,82654603705,8540.034,8595.045
'2011/06/29 00:00,8540.35,8598.22,8499.24,8573.38,1.05704E+11,8530.502,8569.238
'2011/06/30 00:00,8582.08,8652.59,8576.65,8652.59,1.00517E+11,8547.564,8569.054
'2011/07/01 00:00,8684.39,8744.2,8659.57,8739.82,1.0857E+11,8588.962,8579.426
'2011/07/04 00:00,8801.51,8808.47,8772.33,8774.72,1.07055E+11,8643.874,8603.83
'2011/07/05 00:00,8777.22,8794.14,8743.45,8784.44,1.00185E+11,8704.99,8622.512
'2011/07/06 00:00,8790.94,8842.17,8768.35,8824.44,1.12671E+11,8755.202,8642.852
'2011/07/07 00:00,8795,8795.88,8757.47,8773.42,1.06874E+11,8779.368,8663.466
'2011/07/08 00:00,8782.72,8839.14,8740,8749.55,1.31594E+11,8781.314,8685.138
'2011/07/11 00:00,8749.55,8749.55,8633.55,8665.85,96998361030,8759.54,8701.707
'2011/07/12 00:00,8581.43,8595.07,8479.9,8491.01,1.13686E+11,8700.854,8702.922
'2011/07/13 00:00,8480.26,8539.18,8452.86,8488.06,1.14944E+11,8633.578,8694.39
'2011/07/14 00:00,8495.51,8531.96,8410.44,8481.35,1.20055E+11,8575.164,8677.266
'2011/07/15 00:00,8494.7,8579.8,8462.05,8574.91,1.14764E+11,8540.236,8660.775
'2011/07/18 00:00,8550.16,8580.33,8473.91,8538.57,1.07656E+11,8514.78,8637.16
'2011/07/19 00:00,8528.2,8554.41,8490.79,8524.57,1.04442E+11,8521.492,8611.173
'2011/07/20 00:00,8612.53,8706.17,8612.53,8706.17,1.33687E+11,8565.114,8599.346
'2011/07/21 00:00,8705.84,8725.97,8683.05,8717.14,1.26451E+11,8612.272,8593.718
