date,大盤_開盤價,大盤_最高價,大盤_最低價,大盤_收盤價,大盤_成交量,大盤_SMA5,大盤_SMA10
'2009/04/23 00:00,5900.45,5903.47,5789.27,5875.24,1.30235E+11,5835.96,5858.444
'2009/04/24 00:00,5913.13,5987.23,5824.42,5880.77,1.44461E+11,5861.038,5868.325
'2009/04/27 00:00,5931.87,5946.97,5672.25,5705.05,1.368E+11,5845.716,5853.066
'2009/04/28 00:00,5744.77,5773.53,5596.73,5596.73,1.26943E+11,5788.78,5823.471
'2009/04/29 00:00,5627.54,5649.24,5571.93,5614.06,1.12493E+11,5734.37,5797.358
'2009/04/30 00:00,5964.03,5995.12,5932.03,5992.57,1.36876E+11,5757.836,5796.898
'2009/05/04 00:00,6285.6,6356.29,6256.29,6330.4,1.64553E+11,5847.762,5854.4
'2009/05/05 00:00,6557.75,6562.77,6326.76,6379.94,2.13438E+11,5982.74,5914.228
'2009/05/06 00:00,6389.55,6570.5,6372.94,6566.7,2.40133E+11,6176.734,5982.757
'2009/05/07 00:00,6603.52,6628.54,6455.23,6572.87,2.43287E+11,6368.496,6051.433
'2009/05/08 00:00,6510.22,6587.62,6483.21,6583.87,1.97927E+11,6486.756,6122.296
'2009/05/11 00:00,6581.7,6680.97,6571.41,6647.5,1.89613E+11,6550.176,6198.969
'2009/05/12 00:00,6550.28,6553.69,6404.93,6432.55,1.76463E+11,6560.698,6271.719
'2009/05/13 00:00,6449.46,6512.07,6435.49,6485.14,1.59841E+11,6544.386,6360.56
'2009/05/14 00:00,6362.77,6435.41,6339.47,6364.17,1.62659E+11,6502.646,6435.571
'2009/05/15 00:00,6446.4,6520.04,6427.63,6489.09,1.6404E+11,6483.69,6485.223
'2009/05/18 00:00,6516.13,6577.81,6457.14,6577.81,1.66468E+11,6469.752,6509.964
'2009/05/19 00:00,6750.04,6784.26,6620.53,6655.59,2.1877E+11,6514.36,6537.529
'2009/05/20 00:00,6708.54,6740.75,6590.79,6703.62,1.91556E+11,6558.056,6551.221
'2009/05/21 00:00,6690.85,6746.1,6650.33,6718.81,1.82936E+11,6628.984,6565.815
'2009/05/22 00:00,6650.51,6781.14,6650.51,6737.29,1.87077E+11,6678.624,6581.157
'2009/05/25 00:00,6838.7,6878.66,6708.19,6734.46,1.90668E+11,6709.954,6589.853
'2009/05/26 00:00,6780.37,6830.24,6649.95,6683.11,1.99722E+11,6715.458,6614.909
'2009/05/27 00:00,6800.56,6930.59,6743.39,6890.44,2.23536E+11,6752.822,6655.439
'2009/06/01 00:00,7033.33,7033.33,6892.69,6954.1,2.01854E+11,6799.88,6714.432
'2009/06/02 00:00,7058.12,7084.83,6899.98,6949.08,2.3219E+11,6842.238,6760.431
'2009/06/03 00:00,6915,6931.29,6847.76,6893.14,1.56204E+11,6873.974,6791.964
'2009/06/04 00:00,6887.88,6907.87,6716.33,6786.06,1.59008E+11,6894.564,6805.011
'2009/06/05 00:00,6825.73,6829.66,6743.15,6767.1,1.21798E+11,6869.896,6811.359
'2009/06/06 00:00,6795.87,6856.74,6781.69,6856.74,94335186420,6850.424,6825.152
'2009/06/08 00:00,6907.32,6907.32,6628.02,6628.02,1.47301E+11,6786.212,6814.225
'2009/06/09 00:00,6636.84,6640.44,6394.34,6414.39,1.59116E+11,6690.462,6782.218
'2009/06/10 00:00,6478.46,6512.22,6389.94,6462.27,1.14304E+11,6625.704,6760.134
'2009/06/11 00:00,6458.62,6567.37,6353.78,6567.37,1.16658E+11,6585.758,6727.827
'2009/06/12 00:00,6552.58,6586.2,6443.86,6448.23,1.28849E+11,6504.056,6677.24
'2009/06/15 00:00,6362.22,6383.98,6188.7,6225.56,1.12633E+11,6423.564,6604.888
'2009/06/16 00:00,6220.54,6257.13,6143.24,6220.81,1.09217E+11,6384.848,6537.655
'2009/06/17 00:00,6239.51,6306.46,6191.58,6195.91,99106346290,6331.576,6478.64
'2009/06/18 00:00,6246.85,6279.36,6100.08,6144.53,94918386740,6247.008,6416.383
'2009/06/19 00:00,6187.97,6231.88,6151.51,6231.15,82968589030,6203.592,6353.824
'2009/06/22 00:00,6256.38,6348.74,6193.09,6341.21,95545792260,6226.722,6325.143
'2009/06/23 00:00,6206.31,6262.29,6197.47,6197.47,91556644270,6222.054,6303.451
'2009/06/24 00:00,6230.76,6511.97,6191.63,6380.08,1.27982E+11,6258.888,6295.232
'2009/06/25 00:00,6427.88,6497.38,6404.38,6457.61,1.20752E+11,6321.504,6284.256
'2009/06/26 00:00,6515.64,6527.86,6460.91,6463.56,1.06982E+11,6367.986,6285.789
'2009/06/29 00:00,6512.42,6522.13,6391.15,6391.15,89979741460,6377.974,6302.348
'2009/06/30 00:00,6485.33,6503.98,6381.42,6432.16,90226419100,6424.912,6323.483
'2009/07/01 00:00,6445.85,6593.78,6433.69,6578.97,1.05532E+11,6464.69,6361.789
'2009/07/02 00:00,6613.72,6686.7,6600.91,6667.53,1.38317E+11,6506.674,6414.089
'2009/07/03 00:00,6632.98,6685.28,6607.62,6665.4,1.13039E+11,6547.042,6457.514
'2009/07/06 00:00,6691.02,6693.44,6615.9,6649.91,1.04388E+11,6598.794,6488.384
'2009/07/07 00:00,6675.81,6745.31,6656.89,6715.22,1.27735E+11,6655.406,6540.159
'2009/07/08 00:00,6667.98,6692.76,6629.83,6668.14,1.15693E+11,6673.24,6568.965
'2009/07/09 00:00,6696.72,6803.83,6696.72,6748.18,1.39249E+11,6689.37,6598.022
'2009/07/10 00:00,6807.46,6807.46,6739.05,6769.86,1.09767E+11,6710.262,6628.652
'2009/07/13 00:00,6795.23,6797.72,6525.9,6530.82,1.20605E+11,6686.444,6642.619
'2009/07/14 00:00,6584.9,6657.17,6568.91,6639.41,96830110240,6671.282,6663.344
'2009/07/15 00:00,6672.28,6774.28,6651.86,6738.6,1.39561E+11,6685.374,6679.307
'2009/07/16 00:00,6863.86,6878.68,6770.51,6780.3,1.50004E+11,6691.798,6690.584
'2009/07/17 00:00,6851.96,6870.58,6791.75,6850.99,1.33066E+11,6708.024,6709.143
'2009/07/20 00:00,6921.64,6961.45,6861.02,6938.86,1.43679E+11,6789.632,6738.038
'2009/07/21 00:00,6995.5,7002.32,6904.88,6953.34,1.5101E+11,6852.418,6761.85
'2009/07/22 00:00,6979.41,7030.13,6955.37,6985.32,1.45151E+11,6901.762,6793.568
'2009/07/23 00:00,6987.79,7023.67,6926.27,6980.88,1.27925E+11,6941.878,6816.838
'2009/07/24 00:00,7046.46,7046.46,6950.92,6973.28,1.49896E+11,6966.336,6837.18
'2009/07/27 00:00,7008.18,7059.46,6954.3,7028.43,1.12689E+11,6984.25,6886.941
'2009/07/28 00:00,7038.73,7142.63,7038.73,7142.63,1.53716E+11,7022.108,6937.263
'2009/07/29 00:00,7185.52,7185.52,7070.72,7083.63,1.62314E+11,7041.77,6971.766
'2009/07/30 00:00,7063.47,7068.43,6944.5,7027.11,1.4632E+11,7051.016,6996.447
'2009/07/31 00:00,7111.15,7132.11,7044.7,7077.71,1.58808E+11,7071.902,7019.119
'2009/08/03 00:00,7036.47,7084.59,6986.29,7056.71,1.29199E+11,7077.558,7030.904
'2009/08/04 00:00,7129.43,7138.94,6921.04,6955.87,1.60429E+11,7040.206,7031.157
'2009/08/05 00:00,6979.73,7013.6,6827.16,6848.24,1.45731E+11,6993.128,7017.449
'2009/08/06 00:00,6886.7,6888.09,6775.87,6868.65,1.21792E+11,6961.436,7006.226
'2009/08/10 00:00,6858.87,6909.16,6836.96,6882.87,99763532460,6922.468,6997.185
'2009/08/11 00:00,6904.45,6921.85,6812.06,6909.02,1.07948E+11,6892.93,6985.244
'2009/08/12 00:00,6878.34,6933.51,6864.91,6898.9,1.0326E+11,6881.536,6960.871
'2009/08/13 00:00,6949.5,7037.47,6931.55,7034.96,1.20825E+11,6918.88,6956.004
'2009/08/14 00:00,7091.82,7132.33,7062.49,7069.51,1.24523E+11,6959.052,6960.244
'2009/08/17 00:00,7034.27,7051.78,6931.8,6931.8,96139456400,6968.838,6945.653
'2009/08/18 00:00,6843.27,6904.64,6746.3,6789.77,1.06971E+11,6944.988,6918.959
'2009/08/19 00:00,6843.69,6854.59,6786.79,6788.58,71065553320,6922.924,6902.23
'2009/08/20 00:00,6784.91,6784.91,6647.32,6733.23,89130913700,6862.578,6890.729
'2009/08/21 00:00,6785.7,6824.65,6629.1,6654.8,1.03389E+11,6779.636,6869.344
'2009/08/24 00:00,6766.76,6859.79,6762.68,6838.25,90348933985,6760.926,6864.882
'2009/08/25 00:00,6840.27,6865.92,6800.35,6809.41,84902253930,6764.854,6854.921
'2009/08/26 00:00,6816.42,6827.89,6663.84,6719.21,1.01728E+11,6750.98,6836.952
'2009/08/27 00:00,6678.24,6753.73,6658.73,6690.75,78887298470,6742.484,6802.531
'2009/08/28 00:00,6727.42,6824.65,6711.16,6809.86,92188956225,6773.496,6776.566
'2009/08/31 00:00,6844.91,6848.96,6760.05,6825.95,85745457355,6771.036,6765.981
'2009/09/01 00:00,6834.63,7019.75,6807.62,7019.75,1.39599E+11,6813.104,6788.979
'2009/09/02 00:00,6966.18,7057.01,6961.01,7039.77,1.30473E+11,6877.216,6814.098
'2009/09/03 00:00,7060.66,7131.31,7011.36,7104.65,1.37892E+11,6959.996,6851.24
'2009/09/04 00:00,7167.24,7178.54,7121.21,7153.13,1.37438E+11,7028.65,6901.073
'2009/09/07 00:00,7192.16,7240.34,7169.4,7224.59,1.25266E+11,7108.378,6939.707
'2009/09/08 00:00,7263.23,7350.88,7202.69,7313.99,1.58976E+11,7167.226,6990.165
'2009/09/09 00:00,7344.26,7363.11,7250.72,7250.72,1.37029E+11,7209.416,7043.316
'2009/09/10 00:00,7507.49,7507.49,7286.82,7332.08,1.62236E+11,7254.902,7107.449
'2009/09/11 00:00,7300.01,7355.96,7295.85,7337.14,97585768110,7291.704,7160.177
'2009/09/14 00:00,7337.04,7350.92,7218.18,7256.95,94510175540,7298.176,7203.277
'2009/09/15 00:00,7269.9,7362.16,7252.33,7346.26,97778763880,7304.63,7235.928
'2009/09/16 00:00,7414.96,7457.4,7391.84,7440.24,1.32632E+11,7342.534,7275.975
'2009/09/17 00:00,7502.69,7513.73,7451.3,7477.3,1.47133E+11,7371.578,7313.24
'2009/09/18 00:00,7463.39,7526.55,7434.83,7526.55,1.13539E+11,7409.46,7350.582
'2009/09/21 00:00,7523,7558.88,7439.03,7502.46,1.23805E+11,7458.562,7378.369
'2009/09/22 00:00,7522.83,7526.23,7463.41,7469.03,1.11642E+11,7483.116,7393.873
'2009/09/23 00:00,7493.98,7534.66,7352.23,7376.76,1.28073E+11,7470.42,7406.477
'2009/09/24 00:00,7372.11,7386.99,7280.04,7324.22,90535361640,7439.804,7405.691
'2009/09/25 00:00,7298.37,7361.93,7284.33,7345.22,96449602030,7403.538,7406.499
'2009/09/28 00:00,7332.49,7354.8,7257.63,7284.61,75366127870,7359.968,7409.265
'2009/09/29 00:00,7385.84,7436.29,7378.97,7429.98,1.02061E+11,7352.158,7417.637
'2009/09/30 00:00,7456.57,7534.55,7443.88,7509.17,1.25634E+11,7378.64,7424.53
'2009/10/01 00:00,7581.38,7599.62,7492.62,7545.29,1.35704E+11,7422.854,7431.329
'2009/10/02 00:00,7415.16,7483.43,7391.63,7411.88,1.16333E+11,7436.186,7419.862
'2009/10/05 00:00,7424.24,7437.98,7381.02,7437.98,95098954720,7466.86,7413.414
'2009/10/06 00:00,7479.51,7566.88,7447.54,7536.05,1.46339E+11,7488.074,7420.116
'2009/10/07 00:00,7617.79,7619.03,7562.9,7608.66,1.61493E+11,7507.972,7443.306
'2009/10/08 00:00,7615.61,7635.66,7500.32,7503.31,1.61267E+11,7499.576,7461.215
'2009/10/09 00:00,7572.79,7597.79,7506.77,7571.96,1.31894E+11,7531.592,7483.889
'2009/10/12 00:00,7620.17,7620.17,7537.2,7599.88,1.05954E+11,7563.972,7515.416
'2009/10/13 00:00,7484.46,7607.41,7471.53,7596.6,1.29872E+11,7576.082,7532.078
'2009/10/14 00:00,7649.07,7700.42,7618.79,7695.75,1.4857E+11,7593.5,7550.736
'2009/10/15 00:00,7778.35,7780.66,7692.58,7710.4,1.6496E+11,7634.918,7567.247
'2009/10/16 00:00,7712.03,7738.04,7691.39,7715.1,1.18436E+11,7663.546,7597.569
'2009/10/19 00:00,7712.33,7758.13,7691.21,7751.32,1.11601E+11,7693.834,7628.903
'2009/10/20 00:00,7808.03,7811.92,7753.52,7753.52,1.25605E+11,7725.218,7650.65
'2009/10/21 00:00,7751.75,7774.4,7675.61,7701.5,1.25099E+11,7726.368,7659.934
'2009/10/22 00:00,7692.75,7710.82,7577.89,7607.93,1.39443E+11,7705.874,7670.396
'2009/10/23 00:00,7651.64,7671.91,7614.75,7649.28,1.17608E+11,7692.71,7678.128
'2009/10/26 00:00,7701.19,7751.68,7658.22,7668.4,1.05714E+11,7676.126,7684.98
'2009/10/27 00:00,7635.09,7657.34,7586.53,7657.34,96027527830,7656.89,7691.054
'2009/10/28 00:00,7637.44,7675.15,7533.95,7533.95,1.11651E+11,7623.38,7674.874
'2009/10/29 00:00,7417.13,7426.47,7233.63,7355.69,1.45343E+11,7572.932,7639.403
'2009/10/30 00:00,7428.72,7433.21,7340.08,7340.08,1.01953E+11,7511.092,7601.901
'2009/11/02 00:00,7238.3,7336.65,7218.89,7335.18,84835285235,7444.448,7560.287
'2009/11/03 00:00,7339.36,7368.28,7314.97,7322.93,79394772725,7377.566,7517.228
'2009/11/04 00:00,7375.82,7467.04,7365.26,7467.04,98360598890,7364.184,7493.782
'2009/11/05 00:00,7471.61,7481.58,7412.74,7417.46,87198416800,7376.538,7474.735
'2009/11/06 00:00,7516.4,7521.01,7450.68,7463.05,92705191285,7401.132,7456.112
'2009/11/09 00:00,7562.59,7562.59,7512.5,7536.7,76985589280,7441.436,7442.942
'2009/11/10 00:00,7613.34,7614.54,7576.28,7593.49,96734506430,7495.548,7436.557
'2009/11/11 00:00,7603.68,7670.76,7555.83,7668.06,1.02101E+11,7535.752,7449.968
'2009/11/12 00:00,7682.75,7709.89,7658.6,7670.93,1.11681E+11,7586.446,7481.492
'2009/11/13 00:00,7651.13,7695.11,7639.57,7665.63,91708647505,7626.962,7514.047
'2009/11/16 00:00,7701.97,7792.68,7699.32,7792.68,1.23654E+11,7678.158,7559.797
'2009/11/17 00:00,7875.48,7875.48,7733.21,7733.21,1.46482E+11,7706.102,7600.825
'2009/11/18 00:00,7766.68,7803.36,7737.59,7766.69,1.32293E+11,7725.828,7630.79
'2009/11/19 00:00,7767.98,7797.41,7751.06,7759.98,1.37762E+11,7743.638,7665.042
'2009/11/20 00:00,7741.72,7741.72,7649.19,7682.97,1.33349E+11,7747.106,7687.034
'2009/11/23 00:00,7694.9,7714.7,7671.54,7687.15,1.00039E+11,7726,7702.079
'2009/11/24 00:00,7723.13,7735.91,7696.1,7714.56,1.13485E+11,7722.27,7714.186
'2009/11/25 00:00,7718.78,7784.28,7716.36,7756.31,1.24878E+11,7720.194,7723.011
'2009/11/26 00:00,7795.26,7818,7733.75,7739.16,1.26271E+11,7716.03,7729.834
'2009/11/27 00:00,7614.41,7633.5,7490.91,7490.91,1.42356E+11,7677.618,7712.362
'2009/11/30 00:00,7582.69,7604.55,7569.24,7582.21,96007948840,7656.63,7691.315
'2009/12/01 00:00,7615.95,7659.82,7549.01,7649.23,1.15467E+11,7643.564,7682.917
'2009/12/02 00:00,7715.64,7741.85,7671.99,7677.62,1.39471E+11,7627.826,7674.01
'2009/12/03 00:00,7733.51,7738.03,7658.51,7684.67,1.14312E+11,7616.928,7666.479
'2009/12/04 00:00,7685.14,7707.11,7650.77,7650.91,1.14461E+11,7648.928,7663.273
'2009/12/07 00:00,7704.69,7783.2,7704.69,7775.64,1.35311E+11,7687.614,7672.122
'2009/12/08 00:00,7802.27,7802.27,7731.01,7768.71,1.27295E+11,7711.51,7677.537
'2009/12/09 00:00,7747.6,7797.42,7742.92,7797.42,1.36872E+11,7735.47,7681.648
'2009/12/10 00:00,7822.66,7829.41,7631.06,7677.91,1.786E+11,7734.118,7675.523
'2009/12/11 00:00,7709.96,7795.07,7700.76,7795.07,1.34753E+11,7762.95,7705.939
'2009/12/14 00:00,7793.14,7841.51,7770.2,7819.13,1.27441E+11,7771.648,7729.631
'2009/12/15 00:00,7838.53,7846.78,7792.56,7807.62,1.30865E+11,7779.43,7745.47
'2009/12/16 00:00,7801.3,7801.3,7724.58,7751.6,1.13755E+11,7770.266,7752.868
'2009/12/17 00:00,7804.7,7836.43,7728.88,7742.17,1.30285E+11,7783.118,7758.618
'2009/12/18 00:00,7690.44,7753.63,7688,7753.63,93613668910,7774.83,7768.89
'2009/12/21 00:00,7797.65,7827.14,7787.27,7787.27,1.06534E+11,7768.458,7770.053
'2009/12/22 00:00,7850.05,7871.59,7823.34,7856,1.11299E+11,7778.134,7778.782
'2009/12/23 00:00,7892.75,7910.88,7873.22,7901.5,1.18421E+11,7808.114,7789.19
'2009/12/24 00:00,7935.34,7988.15,7928.09,7963.54,1.42456E+11,7852.388,7817.753
'2009/12/25 00:00,8007.5,8009,7965.37,7972.59,1.15604E+11,7896.18,7835.505
'2009/12/28 00:00,8007.54,8079.62,8007.54,8057.49,1.39577E+11,7950.224,7859.341
'2009/12/29 00:00,8088.01,8088.01,8031.49,8053.83,1.3239E+11,7989.79,7883.962
'2009/12/30 00:00,8078.91,8118.63,8060.33,8112.28,1.55259E+11,8031.946,7920.03
'2009/12/31 00:00,8155.17,8188.8,8138.58,8188.11,1.64511E+11,8076.86,7964.624
'2010/01/04 00:00,8222.42,8240.45,8143.45,8207.85,1.70079E+11,8123.912,8010.046
'2010/01/05 00:00,8277.71,8283.64,8162.54,8211.4,1.95741E+11,8154.694,8052.459
'2010/01/06 00:00,8237.1,8327.87,8216.92,8327.62,1.86974E+11,8209.452,8099.621
'2010/01/07 00:00,8344.56,8369.55,8233.59,8237.42,2.00764E+11,8234.48,8133.213
'2010/01/08 00:00,8266.87,8290.66,8178.93,8280.9,1.59995E+11,8253.038,8164.949
'2010/01/11 00:00,8291.52,8357.9,8281.72,8323.82,1.53814E+11,8276.232,8200.072
'2010/01/12 00:00,8343.73,8356.97,8262.58,8309.37,1.47138E+11,8295.826,8225.26
'2010/01/13 00:00,8229.25,8257.83,8194.81,8196.56,1.41011E+11,8269.614,8239.533
'2010/01/14 00:00,8245.86,8313.94,8237.67,8289.98,1.46081E+11,8280.126,8257.303
'2010/01/15 00:00,8340.6,8380.23,8325.82,8356.89,1.70007E+11,8295.324,8274.181
'2010/01/18 00:00,8290.38,8366.76,8290.38,8337.82,1.40228E+11,8298.124,8287.178
'2010/01/19 00:00,8387.66,8395.39,8227.3,8249,1.57825E+11,8286.05,8290.938
'2010/01/20 00:00,8309.19,8309.19,8191.44,8220.93,1.40993E+11,8290.924,8280.269
'2010/01/21 00:00,8189.5,8208.21,8107.55,8127.87,1.28563E+11,8258.502,8269.314
'2010/01/22 00:00,7986.43,8015.95,7912.85,7927.31,1.47765E+11,8172.586,8233.955
'2010/01/25 00:00,7845.3,7938.14,7828.34,7872.99,1.08659E+11,8079.62,8188.872
'2010/01/26 00:00,7903.03,7922.07,7572.58,7598.81,1.61987E+11,7949.582,8117.816
'2010/01/27 00:00,7639.72,7656.95,7530.41,7560.03,1.19184E+11,7817.402,8054.163
'2010/01/28 00:00,7630.16,7756.77,7607.56,7694.58,1.18078E+11,7730.744,7994.623
'2010/01/29 00:00,7593.38,7649.73,7481.9,7640.44,1.17245E+11,7673.37,7922.978
'2010/02/01 00:00,7653.89,7661.7,7493.81,7524.67,90252928850,7603.706,7841.663
'2010/02/02 00:00,7633.74,7635.73,7398.8,7429.61,1.09663E+11,7569.866,7759.724
'2010/02/03 00:00,7523.79,7550.82,7441.92,7547.98,91501552570,7567.456,7692.429
'2010/02/04 00:00,7563.19,7578.18,7504.96,7542.04,79407209200,7536.948,7633.846
'2010/02/05 00:00,7323.16,7352.98,7196.39,7217.83,1.21688E+11,7452.426,7562.898
'2010/02/06 00:00,7244.71,7249.19,7080.9,7212.87,80962782655,7390.066,7496.886
'2010/02/08 00:00,7236.63,7253.24,7173.18,7215.88,83946679995,7347.32,7458.593
'2010/02/09 00:00,7225.71,7381.82,7197.13,7361.04,98889510880,7309.932,7438.694
'2010/02/10 00:00,7438.12,7496.34,7404.97,7441.84,1.06711E+11,7289.892,7413.42
'2010/02/22 00:00,7619.87,7619.87,7553.29,7560.04,94436932430,7358.334,7405.38
'2010/02/23 00:00,7575.62,7597.44,7502.45,7597.44,91289396815,7435.248,7412.657
'2010/02/24 00:00,7516.47,7585.19,7515.38,7529.67,83885393310,7498.006,7422.663
'2010/02/25 00:00,7568.42,7568.42,7400.42,7426.96,1.00912E+11,7511.19,7410.561
'2010/02/26 00:00,7451.17,7479.28,7383.68,7436.1,80458384180,7510.042,7399.967
'2010/03/01 00:00,7492.84,7620.56,7451.09,7577.75,1.03274E+11,7513.584,7435.959
'2010/03/02 00:00,7649.62,7664.49,7592.66,7597.62,95719478380,7513.62,7474.434
'2010/03/03 00:00,7628.78,7670.25,7604.86,7629.52,84763065500,7533.59,7515.798
'2010/03/04 00:00,7664,7664,7524.19,7569.8,94430699150,7562.158,7536.674
'2010/03/05 00:00,7659.76,7694.89,7618,7666.26,90753526710,7608.19,7559.116
'2010/03/08 00:00,7741.8,7763.76,7716.28,7762.27,1.03891E+11,7645.094,7579.339
'2010/03/09 00:00,7762.4,7770.59,7737.65,7770.59,86230364220,7679.688,7596.654
'2010/03/10 00:00,7797.7,7803.27,7736.7,7779.08,85353398850,7709.6,7621.595
'2010/03/11 00:00,7817.59,7818.84,7749.4,7749.66,90127589250,7745.572,7653.865
'2010/03/12 00:00,7773.52,7773.52,7726.09,7748.33,77044235330,7761.986,7685.088
'2010/03/15 00:00,7750.87,7766.36,7634.92,7634.92,74981708710,7736.516,7690.805
'2010/03/16 00:00,7671.41,7695.81,7645.17,7695.63,66806549110,7721.524,7700.606
'2010/03/17 00:00,7763.43,7849.38,7762.85,7847.84,1.18077E+11,7735.276,7722.438
'2010/03/18 00:00,7861.27,7922.48,7847.55,7886.34,1.35875E+11,7762.612,7754.092
'2010/03/19 00:00,7899.01,7899.01,7859.29,7897.91,1.14239E+11,7792.528,7777.257
'2010/03/22 00:00,7861.9,7872.78,7791.25,7835.98,1.05458E+11,7832.74,7784.628
'2010/03/23 00:00,7880.12,7889.04,7804.4,7811.87,1.20392E+11,7855.988,7788.756
'2010/03/24 00:00,7875.27,7881.37,7822.71,7822.71,1.13546E+11,7850.962,7793.119
'2010/03/25 00:00,7824.74,7856.31,7753.51,7838.1,1.05479E+11,7841.314,7801.963
'2010/03/26 00:00,7808.15,7909.41,7770.42,7876.86,1.20136E+11,7837.104,7814.816
'2010/03/29 00:00,7918.95,7961.14,7909.06,7947.45,1.20928E+11,7859.398,7846.069
'2010/03/30 00:00,7992.12,7994.62,7942.47,7962.22,1.14154E+11,7889.468,7872.728
'2010/03/31 00:00,7962.91,7974.89,7920.06,7920.06,1.14132E+11,7908.938,7879.95
'2010/04/01 00:00,7952.62,8026.06,7952.62,8013.09,1.38415E+11,7943.936,7892.625
'2010/04/02 00:00,8046.29,8050.99,8021.91,8025.93,1.08125E+11,7973.75,7905.427
'2010/04/06 00:00,8083.03,8128.08,8082.37,8089.65,1.28728E+11,8002.19,7930.794
'2010/04/07 00:00,8131.4,8133.45,8091.28,8121.78,1.29832E+11,8034.102,7961.785
'2010/04/08 00:00,8106,8149.68,8038.37,8057.6,1.46575E+11,8061.61,7985.274
'2010/04/09 00:00,8073.52,8094.35,8039.41,8092.03,1.07412E+11,8077.398,8010.667
'2010/04/12 00:00,8149.76,8152.53,8092.94,8117.75,1.05914E+11,8095.762,8034.756
'2010/04/13 00:00,8090.54,8104.14,8022.94,8029.73,1.03147E+11,8083.778,8042.984
'2010/04/14 00:00,8077.94,8102.38,8040.01,8097.13,98043050200,8078.848,8056.475
'2010/04/15 00:00,8168.11,8190.01,8136.32,8171.94,1.42549E+11,8101.716,8081.663
'2010/04/16 00:00,8161.85,8162.85,8090.68,8111.57,1.21175E+11,8105.624,8091.511
'2010/04/19 00:00,8003.02,8042.05,7845.77,7854.22,1.38032E+11,8052.918,8074.34
'2010/04/20 00:00,7908.11,7923.27,7842.07,7900.42,1.06263E+11,8027.056,8055.417
'2010/04/21 00:00,7949.96,7998.76,7947.9,7990.53,1.17942E+11,8005.736,8042.292
'2010/04/22 00:00,7948.89,7985.49,7897.14,7978.69,1.13471E+11,7967.086,8034.401
'2010/04/23 00:00,8021.71,8030.11,7996.77,8004.89,1.24487E+11,7945.75,8025.687
'2010/04/26 00:00,8107.22,8168.47,8093.14,8158.14,1.35703E+11,8006.534,8029.726
'2010/04/27 00:00,8174.85,8174.85,8121.14,8146.44,1.08518E+11,8055.738,8041.397
'2010/04/28 00:00,7944.7,8092.48,7944.7,8081.55,1.23682E+11,8073.942,8039.839
'2010/04/29 00:00,8105.96,8107.36,8053.02,8054.05,1.32635E+11,8089.014,8028.05
'2010/04/30 00:00,8116.39,8163.94,7999.28,8004.25,1.52044E+11,8088.886,8017.318
'2010/05/03 00:00,7979.8,8022.45,7916.04,7952.17,92084486670,8047.692,8027.113
'2010/05/04 00:00,8006.79,8010.98,7889.93,7930.77,95232166560,8004.558,8030.148
'2010/05/05 00:00,7759.18,7785.55,7695.69,7696.9,1.35123E+11,7927.628,8000.785
'2010/05/06 00:00,7696.27,7702.11,7562.03,7579.48,1.16063E+11,7832.714,7960.864
'2010/05/07 00:00,7393.27,7572.79,7387.19,7567.1,1.34921E+11,7745.284,7917.085
'2010/05/10 00:00,7610.88,7664.73,7577.31,7664.73,90466594850,7687.796,7867.744
'2010/05/11 00:00,7718.17,7743.41,7608.44,7608.44,1.09962E+11,7623.33,7813.944
'2010/05/12 00:00,7663.34,7674.52,7596.21,7602.7,76148794680,7604.49,7766.059
'2010/05/13 00:00,7703.48,7787.32,7687.55,7770.57,97528861070,7642.708,7737.711
'2010/05/14 00:00,7735.6,7772.54,7725.82,7772.13,77980987740,7683.714,7714.499
'2010/05/17 00:00,7697.79,7697.79,7574.06,7598.72,86595728060,7670.512,7679.154
'2010/05/18 00:00,7630.1,7637.99,7560.89,7585.3,82133679080,7665.884,7644.607
'2010/05/19 00:00,7527.62,7588.09,7467.2,7559.16,97509798740,7657.176,7630.833
'2010/05/20 00:00,7557.17,7557.17,7424.43,7424.43,86092647350,7587.948,7615.328
'2010/05/21 00:00,7229.17,7277.93,7164.21,7237.71,1.09438E+11,7481.064,7582.389
'2010/05/24 00:00,7296.15,7344.92,7269.81,7322.73,65405599790,7425.866,7548.189
'2010/05/25 00:00,7238.16,7241.84,7032.4,7086.37,1.0219E+11,7326.08,7495.982
'2010/05/26 00:00,7161.4,7174.38,7079.85,7167.35,98879104420,7247.718,7452.447
'2010/05/27 00:00,7139.45,7254.68,7105.11,7243.16,84827801880,7211.464,7399.706
'2010/05/28 00:00,7338.77,7364.01,7271.3,7295.32,1.01713E+11,7222.986,7352.025
'2010/05/31 00:00,7312.26,7373.98,7292.54,7373.98,67929034350,7233.236,7329.551
'2010/06/01 00:00,7327.01,7348.56,7276.52,7289.33,69540198120,7273.828,7299.954
'2010/06/02 00:00,7252.79,7304.13,7159.75,7195.71,79688774000,7279.5,7263.609
'2010/06/03 00:00,7322.51,7361.7,7309.46,7360.28,79019553820,7302.924,7257.194
'2010/06/04 00:00,7377.56,7377.56,7337.35,7344.59,67578068250,7312.778,7267.882
'2010/06/07 00:00,7139.76,7172.3,7085.55,7157.83,82477797240,7269.548,7251.392
'2010/06/08 00:00,7142.31,7179.14,7128.92,7151.99,85100562230,7242.08,7257.954
