date,費半_開盤價,費半_最高價,費半_最低價,費半_收盤價,費半_SMA5,費半_SMA10
'2008/09/08 00:00,336.04,336.04,324.6,330.84,338.73,350.0645455
'2008/09/09 00:00,326.49,328.73,318.85,319.3,332.026,346.2327273
'2008/09/10 00:00,324.39,325.39,320.33,321.94,326.34,342.2090909
'2008/09/11 00:00,317.89,323.89,317.07,323.89,324.01,338.8809091
'2008/09/12 00:00,318.54,323.09,316.47,322.13,323.62,335.7127273
'2008/09/15 00:00,319.44,319.44,311.76,311.76,319.804,331.4354545
'2008/09/17 00:00,318.48,322.57,313.25,314.42,318.828,327.9172727
'2008/09/18 00:00,318.48,322.57,312.07,319.98,318.436,324.9318182
'2008/09/19 00:00,328.16,340.01,331.55,333.91,320.44,323.4354545
'2008/09/22 00:00,333.86,329.91,318.49,318.52,319.718,321.8881818
'2008/09/23 00:00,318.23,323.03,311.63,312.67,319.9,320.8509091
'2008/09/25 00:00,315.88,320.45,314.86,318.51,320.718,319.73
'2008/09/26 00:00,319.47,322.32,312.04,321.62,321.046,319.9409091
'2008/09/29 00:00,321.4,321.4,305.29,306.52,315.568,318.5390909
'2008/09/30 00:00,293.6,300.14,293.6,298.31,311.526,316.2136364
'2008/10/01 00:00,306.64,306.7,298.94,300.71,309.134,314.2663636
'2008/10/02 00:00,303.04,303.04,288.97,291.53,303.738,312.4272727
'2008/10/03 00:00,288.71,298.72,283.7,284.74,296.362,309.7290909
'2008/10/06 00:00,284.54,284.54,265.92,271.61,289.38,305.3318182
'2008/10/07 00:00,275.06,280.57,273.58,273.75,284.468,299.8627273
'2008/10/08 00:00,257.81,270.74,253.24,256.17,275.56,294.1945455
'2008/10/09 00:00,256.62,266.12,246.86,248.43,266.94,288.3545455
'2008/10/10 00:00,247.88,256.28,231.94,246.11,259.214,281.7727273
'2008/10/14 00:00,270.22,276.24,256.78,264.12,257.716,276.5454545
'2008/10/15 00:00,256.3,256.3,233.57,233.59,249.684,269.9154545
'2008/10/16 00:00,233.58,244.19,223.81,243.89,247.228,264.9681818
'2008/10/17 00:00,243.73,249.37,237.3,239.13,245.368,259.37
'2008/10/20 00:00,239.31,242.74,239.31,241.93,244.532,254.8609091
'2008/10/21 00:00,243.52,243.52,233.32,234.09,238.526,250.2563636
'2008/10/22 00:00,233.86,234.66,215.15,219.7,235.748,245.5372727
'2008/10/23 00:00,219.81,222.89,207.92,216.72,230.314,240.3527273
'2008/10/24 00:00,216.72,219.43,202.42,212.33,224.954,236.3672727
'2008/10/27 00:00,212.16,220.75,210.24,212.57,219.082,233.1072727
'2008/10/28 00:00,212.89,232.5,212.49,232.41,218.746,231.8618182
'2008/10/29 00:00,232.29,232.72,223.71,225.94,219.994,228.3909091
'2008/10/30 00:00,226.2,236.64,226.2,235.06,223.662,228.5245455
'2008/10/31 00:00,234.84,243.57,231.75,239.47,229.09,228.1227273
'2008/11/03 00:00,239.95,242.13,235.62,237.1,233.996,227.9381818
'2008/11/04 00:00,243.4,247.76,240.26,247.71,237.056,228.4636364
'2008/11/05 00:00,244.47,246.58,235.95,236.25,239.118,228.66
'2008/11/06 00:00,231.69,234.67,218.18,219.44,235.994,228.6363636
'2008/11/07 00:00,221.32,224.39,218.65,223.19,232.738,229.2245455
'2008/11/10 00:00,226.34,226.59,213.47,214.48,228.214,229.42
'2008/11/11 00:00,213.18,216.33,207.88,211.43,220.958,229.3163636
'2008/11/12 00:00,209.12,210.89,200.75,200.79,213.866,226.4418182
'2008/11/13 00:00,201.08,215.19,191.77,211.98,212.374,225.1727273
'2008/11/14 00:00,210.91,210.97,198.34,201.39,208.014,222.1118182
'2008/11/17 00:00,198.85,202.31,195.63,195.72,204.262,218.1345455
'2008/11/18 00:00,195.66,198.26,185.89,191.89,200.354,214.0245455
'2008/11/19 00:00,191.73,192.88,177.1,177.1,195.616,207.6054545
'2008/11/20 00:00,175.61,185.17,171.32,176.88,188.596,202.2081818
'2008/11/21 00:00,174.2,180.22,167.56,173.52,183.022,198.0336364
'2008/11/24 00:00,181.58,191.78,179.78,191.2,182.118,195.1254545
'2008/11/25 00:00,193.54,193.93,183.01,187.02,181.144,192.6290909
'2008/11/26 00:00,185.26,201.3,184.84,201.3,185.984,191.7081818
'2008/11/28 00:00,199.73,200.65,195.88,198.24,190.256,191.4763636
'2008/12/01 00:00,192.76,192.76,183.24,183.24,192.2,188.8636364
'2008/12/02 00:00,185.31,187.5,180.48,185.69,191.098,187.4363636
'2008/12/03 00:00,182.27,198.07,181.45,198.07,193.308,187.65
'2008/12/04 00:00,198.08,198.08,184.25,186.64,190.376,187.1727273
'2008/12/05 00:00,179.52,188.23,179.01,192.56,189.24,188.5781818
'2008/12/08 00:00,195.73,197.83,191.95,196.15,191.822,190.33
'2008/12/09 00:00,191.74,212.55,191.74,205.65,195.814,193.2509091
'2008/12/10 00:00,207.56,215.53,204.58,208.57,197.914,194.83
'2008/12/11 00:00,207.21,211.99,202.06,203.37,201.26,196.3163636
'2008/12/12 00:00,199.41,213.01,199.19,212.94,205.336,197.3745455
'2008/12/15 00:00,211.98,221.52,210.78,221.51,210.408,199.49
'2008/12/16 00:00,211.98,221.52,210.78,218.72,213.022,202.7154545
'2008/12/17 00:00,218.95,219.37,214.42,216.06,214.52,205.4763636
'2008/12/18 00:00,212.61,215.63,212.31,215.4,216.926,207.0518182
'2008/12/19 00:00,212.61,215.94,210.26,211.84,216.706,209.3427273
'2008/12/22 00:00,210.39,211.39,203.12,206.66,213.736,210.6245455
'2008/12/23 00:00,200.64,202.89,200.64,202.32,210.456,211.1854545
'2008/12/24 00:00,200.64,203.35,200.64,202.89,207.822,210.9345455
'2008/12/26 00:00,202.96,203.01,200.53,202,205.142,210.3372727
'2008/12/29 00:00,202.78,202.97,198.3,201.95,203.164,210.2081818
'2008/12/30 00:00,203.21,211.26,203.21,211.26,204.084,210.0554545
'2008/12/31 00:00,210.44,214.29,209.58,212.17,206.054,209.2063636
'2009/01/02 00:00,212.05,222.18,210.14,221.91,209.858,209.4963636
'2009/01/05 00:00,220.79,226,219.41,223.29,214.116,210.1536364
'2009/01/06 00:00,225.71,235.92,225.22,234.56,220.638,211.8954545
'2009/01/07 00:00,227.65,228.68,221.12,223.12,223.01,212.9209091
'2009/01/08 00:00,220.25,222.74,216.72,222.54,225.084,214.3645455
'2009/01/09 00:00,222.36,222.5,213.95,215.28,223.758,215.5427273
'2009/01/12 00:00,214.73,214.73,207.04,209.09,220.918,216.1063636
'2009/01/13 00:00,207.84,215.63,206.47,210.79,216.164,216.9054545
'2009/01/14 00:00,205.47,207.42,201.14,202.01,211.942,216.9109091
'2009/01/15 00:00,203.5,208.48,199.16,207.07,208.848,216.53
'2009/01/16 00:00,212.87,215.87,205.63,214.42,208.676,216.7345455
'2009/01/20 00:00,211.71,211.71,200.34,199.07,206.672,214.6581818
'2009/01/21 00:00,205.5,212.38,202.86,210.52,206.618,213.4972727
'2009/02/03 00:00,208.26,210.77,204.55,210.83,208.382,211.34
'2009/02/04 00:00,210.52,219.93,209.13,212.75,209.518,210.3972727
'2009/02/05 00:00,209.97,223.29,209.38,221.31,210.896,210.2854545
'2009/02/06 00:00,212.75,230.49,212.75,229.18,216.918,211.5490909
'2009/02/09 00:00,227.82,229.78,225.55,227.81,220.376,213.2509091
'2009/02/10 00:00,229.18,231.06,216.92,217.33,221.676,213.8454545
'2009/02/11 00:00,227.81,227.81,210.88,215.11,222.148,215.0363636
'2009/02/12 00:00,217.33,218.99,209.97,217.9,221.466,216.0209091
'2009/02/13 00:00,215.11,223.67,215.11,220.55,219.74,216.5781818
'2009/02/17 00:00,220.55,220.55,220.55,20.74,178.326,200.3663636
'2009/02/18 00:00,220.55,220.55,203.24,206.86,176.232,200.0336364
'2009/02/19 00:00,208.47,208.75,197.99,196.09,172.428,198.6936364
'2009/02/20 00:00,194.14,206.86,192.58,197.28,168.304,197.2872727
'2009/02/23 00:00,196.09,198.18,189.75,189.11,162.016,194.36
'2009/02/24 00:00,197.28,198.42,191.62,199.1,197.688,191.6254545
'2009/02/25 00:00,189.11,204.63,189.11,205.07,197.33,189.5581818
'2009/02/26 00:00,207.37,212.96,203.41,201.47,198.406,188.1163636
'2009/02/27 00:00,201.47,203.56,198.15,199,198.75,186.6518182
'2009/03/02 00:00,196.92,199.15,190.13,188.97,198.722,184.0218182
'2009/03/03 00:00,193.93,195.17,188.33,191.49,197.2,181.38
'2009/03/04 00:00,188.97,202.57,188.97,200.27,196.24,197.7009091
'2009/03/05 00:00,197.04,203.52,197.04,197.25,195.396,196.8272727
'2009/03/06 00:00,200.27,202.71,190.37,195.01,194.598,196.7290909
'2009/03/09 00:00,198.23,198.23,189.93,190.47,194.898,196.11
'2009/03/10 00:00,194.01,205.82,194.01,205.84,197.768,197.6309091
'2009/03/11 00:00,190.47,210.96,190.47,210.02,199.718,198.6236364
'2009/03/12 00:00,210.26,217.26,208.02,217.37,203.742,199.7418182
'2009/03/13 00:00,210.02,220.43,210.02,220.11,208.762,201.4363636
'2009/03/16 00:00,217.37,220.66,214.19,212.16,213.1,202.6327273
'2009/03/17 00:00,220.11,220.11,210.38,220.91,216.114,205.5363636
'2009/03/18 00:00,212.16,230.05,212.16,228.52,219.814,208.9027273
'2009/03/19 00:00,220.91,231.33,220.91,226.61,221.662,211.2972727
'2009/03/20 00:00,228.52,229.48,216.13,218.71,221.382,213.2481818
'2009/03/23 00:00,226.61,230.84,222.64,234.45,225.84,216.8336364
'2009/03/24 00:00,228.81,228.81,228.81,228.81,227.42,220.3190909
'2009/03/25 00:00,228.81,239.79,228.81,231.49,228.014,222.6509091
'2009/03/26 00:00,228.81,240.54,228.81,245.17,231.726,225.8463636
'2009/03/27 00:00,245.17,245.17,231.49,240.07,235.998,227.91
'2009/03/30 00:00,240.07,245.17,227.19,229.45,234.998,228.7590909
'2009/03/31 00:00,229.45,240.07,229.45,230.91,235.418,230.4636364
'2009/04/01 00:00,226.05,234.42,225.84,233.87,235.894,231.6418182
'2009/04/02 00:00,233.87,247.73,230.91,243.88,235.636,233.0381818
'2009/04/03 00:00,233.87,251.04,233.87,251.04,237.83,235.2590909
'2009/04/06 00:00,251.04,251.04,240.53,245.38,241.016,237.6836364
'2009/04/07 00:00,251.04,251.04,234.97,235.9,242.014,237.8154545
'2009/04/08 00:00,245.38,245.38,235.74,242.71,243.782,239.0790909
'2009/04/09 00:00,235.9,256.73,235.9,254.41,245.888,241.1627273
'2009/04/13 00:00,242.71,251.83,242.71,250.6,245.8,241.6563636
'2009/04/14 00:00,254.41,255.75,246.12,250,246.724,242.5590909
'2009/04/15 00:00,250.6,250.6,241.54,246.23,248.79,244.0845455
'2009/04/16 00:00,250.75,255.26,246.69,254.5,251.148,246.2290909
'2009/04/17 00:00,253.65,256.06,250.23,254.81,251.228,248.1327273
'2009/04/20 00:00,254.5,254.5,239.94,240.19,249.146,247.7972727
'2009/04/21 00:00,238.32,243.78,234.22,240.66,247.278,246.8536364
'2009/04/22 00:00,240.19,258.2,237.49,251.08,248.248,247.3718182
'2009/04/23 00:00,252.15,252.15,241.13,249.36,247.22,248.5954545
'2009/04/24 00:00,251.08,255.12,244.7,253.65,246.988,249.59
'2009/04/27 00:00,250.07,256.09,249.58,250.8,249.11,249.2618182
'2009/04/28 00:00,253.65,253.65,244.4,246.67,250.312,248.9045455
'2009/04/29 00:00,248.72,255.66,246.89,251.55,250.406,249.0454545
'2009/04/30 00:00,246.67,264.85,246.67,258.54,252.242,250.1645455
'2009/05/01 00:00,251.55,260.37,251.55,258.19,253.15,250.5
'2009/05/04 00:00,258.19,272.31,258.19,272.31,257.452,252.0909091
'2009/05/05 00:00,272.31,272.31,263.66,268.7,261.858,254.6827273
'2009/05/06 00:00,272.31,272.64,264.33,270.61,265.67,257.4054545
'2009/05/07 00:00,268.7,272.25,250.61,254.55,264.872,257.7209091
'2009/05/08 00:00,270.61,270.61,245.14,249.65,263.164,257.7472727
'2009/05/11 00:00,254.55,254.55,242.07,248.86,258.474,257.3118182
'2009/05/12 00:00,249.65,249.97,238.23,242.53,253.24,256.56
'2009/05/13 00:00,248.86,248.86,235.66,236.8,246.478,255.6627273
'2009/05/14 00:00,236.8,246.35,236.8,244.38,244.444,255.0109091
'2009/05/15 00:00,243.49,246.94,240.93,242.28,242.97,253.5327273
'2009/05/18 00:00,242.28,251.44,242.28,251.28,243.454,252.9045455
'2009/05/19 00:00,251.28,260.49,242.28,256.33,246.214,251.4518182
'2009/05/20 00:00,256.33,266.69,251.28,256.99,250.252,250.3872727
'2009/05/21 00:00,256.99,256.99,246.87,250.4,251.456,248.55
'2009/05/22 00:00,256.99,256.99,247.05,250.46,253.092,248.1781818
'2009/05/25 00:00,250.46,250.46,250.46,250.46,252.928,248.2518182
'2009/05/26 00:00,258.48,259.82,257.61,259.82,253.626,249.2481818
'2009/05/27 00:00,266.96,269.98,263.79,263.94,255.016,251.1945455
'2009/05/28 00:00,267.03,269.32,259.36,268.65,258.666,254.09
'2009/05/29 00:00,269.48,272.15,265.01,271.31,262.836,256.5381818
'2009/06/01 00:00,278.83,286.87,278.83,285.71,269.886,260.4863636
'2009/06/02 00:00,271.31,283.98,271.31,276.29,273.18,262.76
'2009/06/03 00:00,285.71,285.71,267,270.18,274.428,264.0190909
'2009/06/04 00:00,276.29,276.36,271.18,275.99,275.896,265.7463636
'2009/06/05 00:00,270.18,277.59,268.71,270.74,275.782,267.5954545
'2009/06/08 00:00,275.99,275.99,265.66,270.59,272.758,269.4254545
'2009/06/09 00:00,270.74,284.66,270.74,282.64,274.028,272.3509091
'2009/06/10 00:00,270.59,284.97,270.59,283.2,276.632,274.4763636
'2009/06/11 00:00,282.64,285.01,278.4,279.74,277.382,275.9127273
'2009/06/12 00:00,273.86,274.8,270.28,274.79,278.192,276.4709091
'2009/06/15 00:00,271.19,272.46,265.07,270.5,278.174,276.3972727
'2009/06/16 00:00,271.81,272.01,263.27,263.71,274.388,274.3972727
'2009/06/17 00:00,263.6,268.73,259.44,266.16,270.98,273.4763636
'2009/06/18 00:00,262.27,266.21,260.06,261.27,267.286,272.6663636
'2009/06/19 00:00,262.84,266.36,262.56,264.47,265.222,271.6190909
'2009/06/22 00:00,261.27,265.15,254.97,254.6,262.042,270.1518182
'2009/06/23 00:00,254.6,264.47,248.96,253.66,260.032,268.6127273
'2009/06/24 00:00,253.66,261.26,253.66,258.08,258.416,266.38
'2009/06/25 00:00,258.08,263.53,254.86,263.26,258.814,264.5672727
'2009/06/26 00:00,263.26,266.86,261.21,263.05,258.53,263.05
'2009/06/29 00:00,263.05,265.38,260.83,262.92,260.194,261.9709091
'2009/06/30 00:00,262.92,267.44,260.06,263.15,262.092,261.3027273
'2009/07/01 00:00,262.92,271.33,262.92,267.02,263.88,261.6036364
'2009/07/02 00:00,263.15,265.82,262.25,263.81,263.99,261.39
'2009/07/03 00:00,263.31,265.9,256.49,260.24,263.428,261.2963636
'2009/07/06 00:00,261.56,264.25,252.41,252.73,261.39,260.2290909
'2009/07/07 00:00,261.56,264.25,252.41,252.73,259.306,260.0590909
'2009/07/08 00:00,253.72,254.14,247.17,250.94,256.09,259.8118182
'2009/07/09 00:00,254.63,260.73,254.39,257.95,254.918,259.8
'2009/07/10 00:00,257.95,262.1,250.94,259.04,254.678,259.4163636
'2009/07/13 00:00,259.04,265.51,254.75,265.29,257.19,259.62
'2009/07/14 00:00,265.29,270.59,256.56,269.61,260.566,260.2281818
'2009/07/15 00:00,269.61,282.16,265.29,281.56,266.69,261.9018182
'2009/07/16 00:00,280.1,287.84,269.61,287,272.5,263.7181818
'2009/07/17 00:00,286.52,290.66,283.14,290.49,278.79,266.1436364
'2009/07/20 00:00,290.49,294.65,287,294.13,284.558,269.2245455
'2009/07/21 00:00,294.13,294.13,286.42,293.97,289.43,272.9736364
'2009/07/22 00:00,294.64,302.48,293.17,301.77,293.472,277.4318182
'2009/07/23 00:00,298.16,305.08,295.96,304.72,297.016,282.3209091
'2009/07/24 00:00,254.63,260.73,254.39,300.88,299.094,286.2236364
'2009/07/27 00:00,300.37,302.88,296.62,302.64,300.796,290.1872727
'2009/07/28 00:00,301.51,304.76,298.35,303.25,302.652,293.6381818
'2009/07/29 00:00,303.25,303.25,296.95,300.65,302.428,296.46
'2009/07/30 00:00,304.07,309.23,300.49,301.05,301.694,298.2318182
'2009/07/31 00:00,301.47,304.38,298.96,301.74,301.866,299.5718182
'2009/08/03 00:00,301.74,308.01,301.05,307.02,302.742,301.0745455
'2009/08/04 00:00,307.02,308.76,301.74,307.22,303.536,302.2645455
'2009/08/05 00:00,307.22,308.57,301.45,303.86,304.178,303.1636364
'2009/08/06 00:00,303.75,307.58,298.1,299.84,303.936,302.9881818
'2009/08/07 00:00,299.84,303.86,296.08,298.53,303.294,302.4254545
'2009/08/10 00:00,298.53,299.84,293.2,294.95,300.88,301.8863636
'2009/08/11 00:00,294.29,296.46,289.84,290.74,297.584,300.8045455
'2009/08/12 00:00,290.74,298.29,290.74,295.88,295.988,300.1345455
'2009/08/13 00:00,297.6,302.46,293.57,302.36,296.492,300.29
'2009/08/14 00:00,302.36,302.36,292.54,294.65,295.716,299.7081818
'2009/08/17 00:00,294.65,302.36,285.28,285.92,293.91,298.27
'2009/08/18 00:00,285.92,294.65,285.92,291.67,294.096,296.8745455
'2009/08/19 00:00,288.91,294.57,286.86,293.42,293.604,295.62
'2009/08/20 00:00,293.42,296.81,291.67,296.41,292.414,294.9427273
'2009/08/21 00:00,296.75,301.4,294.49,301.3,293.744,295.0754545
'2009/08/24 00:00,301.3,305.68,296.41,298.95,296.35,295.1136364
'2009/08/25 00:00,298.95,302.92,297.68,300.53,298.122,295.6209091
'2009/08/26 00:00,300.53,303.78,298.95,302.99,300.036,296.7345455
'2009/08/27 00:00,302.99,303.95,297.53,303.76,301.506,297.4509091
'2009/08/28 00:00,310.19,316.32,308.2,311.18,303.482,298.2527273
'2009/08/31 00:00,311.18,311.18,303.76,306.18,304.928,299.3009091
'2009/09/01 00:00,305.46,313.18,297.88,298.64,304.55,300.4572727
'2009/09/02 00:00,297.86,301.13,295.81,297.4,303.432,300.9781818
'2009/09/03 00:00,298.64,301.81,296.03,301.65,303.01,301.7263636
'2009/09/04 00:00,303.54,309.76,302.42,309.74,302.722,302.9381818
'2009/09/07 00:00,309.74,309.74,309.74,309.74,303.434,303.7054545
'2009/09/08 00:00,313.52,316.88,310.44,316.72,307.05,305.3209091
'2009/09/09 00:00,316.71,320.76,313.91,320.13,311.596,307.1027273
'2009/09/10 00:00,319.63,325.96,318.95,325.82,316.43,309.1781818
'2009/09/11 00:00,325.2,326.34,318.86,321.24,318.73,310.7672727
'2009/09/14 00:00,319.72,323.14,318.98,322.7,321.322,311.8145455
'2009/09/15 00:00,323.49,326.74,322.42,325.48,323.074,313.5690909
'2009/09/16 00:00,326.63,327.41,323.38,326.84,324.416,316.1327273
'2009/09/17 00:00,326.08,327.33,319.42,321.33,323.518,318.3081818
'2009/09/18 00:00,323.76,327.97,321.99,326.48,324.566,320.5654545
'2009/09/21 00:00,325.93,328.17,323.69,326.4,325.306,322.08
'2009/09/22 00:00,327.98,331.44,326.03,329.33,326.076,323.8609091
'2009/09/23 00:00,333.01,337.03,330.83,331.05,326.918,325.1636364
'2009/09/24 00:00,333.18,333.21,320.18,323.04,327.26,325.4281818
'2009/09/25 00:00,321.73,324.76,318.47,321.05,326.174,324.9945455
'2009/09/28 00:00,322.98,330.18,322.2,327.67,326.428,325.5790909
'2009/09/29 00:00,328.68,330.75,322.66,323,325.162,325.6063636
'2009/09/30 00:00,324.09,329.29,319.34,325.75,324.102,325.6309091
'2009/10/01 00:00,326.55,327.03,309.86,309.97,321.488,324.0972727
'2009/10/02 00:00,307.58,312.8,306.59,306.59,318.596,322.7572727
'2009/10/05 00:00,308.36,314.29,306.54,313.09,315.68,321.54
'2009/10/06 00:00,315.18,321.4,315.16,319.58,314.996,320.92
'2009/10/07 00:00,318.91,319.61,315.52,317.64,313.374,319.8572727
'2009/10/08 00:00,318.49,319.22,312.53,316.06,314.592,318.4945455
'2009/10/09 00:00,316.48,326.87,316.28,326.44,318.562,318.8036364
'2009/10/12 00:00,328.36,334.1,328.33,331.01,322.146,319.7090909
'2009/10/13 00:00,331.31,333,328.31,330,324.23,319.9209091
'2009/10/14 00:00,335.75,337.16,330.45,334.51,327.604,320.9672727
'2009/10/15 00:00,333.25,333.25,327.75,329.78,330.348,321.3336364
'2009/10/16 00:00,328.04,328.04,318.65,322.83,329.626,322.5027273
'2009/10/19 00:00,324.06,328.65,321.29,327.61,328.946,324.4136364
'2009/10/20 00:00,322.83,331.65,322.83,326.87,328.32,325.6663636
'2009/10/21 00:00,327.56,331.63,321.61,322.67,325.952,325.9472727
'2009/10/22 00:00,326.84,326.84,326.84,326.84,325.364,326.7836364
'2009/10/23 00:00,325.17,325.17,315.54,316.41,324.08,326.8154545
'2009/10/26 00:00,316.81,323.82,314.71,317.44,322.046,325.9972727
'2009/10/27 00:00,309.44,309.44,309.44,309.44,318.56,324.0363636
'2009/10/28 00:00,300.78,300.78,300.78,300.78,314.182,321.38
'2009/10/29 00:00,307.26,307.26,307.26,307.26,310.266,318.9027273
'2009/10/30 00:00,296.61,296.61,296.61,296.61,306.306,315.8872727
'2009/11/02 00:00,297.37,297.37,297.37,297.37,302.292,313.5727273
'2009/11/03 00:00,293.48,293.48,293.48,293.48,299.1,310.47
'2009/11/04 00:00,295.31,295.31,295.31,295.31,298.006,307.6009091
'2009/11/05 00:00,302.96,302.96,302.96,302.96,297.146,305.8090909
'2009/11/06 00:00,301.76,301.76,301.76,301.76,298.176,303.5290909
'2009/11/09 00:00,311.26,311.26,311.26,311.26,300.954,303.0609091
'2009/11/10 00:00,310.91,314.46,308.49,311.52,304.562,302.5227273
'2009/11/11 00:00,313.53,319.4,313.29,315.76,308.652,303.0972727
'2009/11/12 00:00,316.89,320.33,313.49,314,310.86,304.2990909
'2009/11/13 00:00,314.54,318.94,312.8,317.5,314.008,305.23
'2009/11/16 00:00,319.04,325.16,318.93,323.83,316.522,307.7045455
'2009/11/17 00:00,322.76,324.74,320.23,324.3,319.078,310.1527273
'2009/11/18 00:00,323.9,324.12,320.08,321.53,320.232,312.7027273
'2009/11/19 00:00,316.77,316.77,307.53,310.5,319.532,314.0836364
'2009/11/20 00:00,307.89,308.59,307.57,307.97,317.626,314.5390909
'2009/11/23 00:00,310.61,315.14,310.6,311.52,315.164,315.4263636
'2009/11/24 00:00,311.6,313.73,309.66,312.5,312.804,315.5390909
'2009/11/25 00:00,312.97,315.44,312.61,315.09,311.516,315.8636364
'2009/11/27 00:00,306.63,312.16,306.63,309.82,311.38,315.3236364
'2009/11/30 00:00,309.36,311.4,305.91,310.05,311.796,314.9645455
'2009/12/01 00:00,314.88,320.58,314.88,319.55,313.402,315.1509091
'2009/12/02 00:00,320,326.16,319.78,324.69,315.84,315.2290909
'2009/12/03 00:00,325.52,331.81,325.21,328.44,318.51,315.6054545
'2009/12/04 00:00,333.65,338.45,328.39,335.21,323.588,316.8490909
'2009/12/07 00:00,334.49,339.6,334.47,336.72,328.922,319.2327273
'2009/12/08 00:00,335.03,338.77,332.23,336.96,332.404,321.8681818
'2009/12/09 00:00,336.28,339.26,333.67,339.09,335.284,324.3745455
'2009/12/10 00:00,340.28,342.12,338.26,338.61,337.318,326.7481818
'2009/12/11 00:00,339.19,340.13,333.93,335.24,337.324,328.58
'2009/12/14 00:00,337.89,340.55,336.27,340.28,338.036,331.3490909
'2009/12/15 00:00,339.36,343.04,337.91,338.97,338.438,333.9781818
'2009/12/16 00:00,340.4,347.52,340.39,344.86,339.592,336.2790909
'2009/12/17 00:00,342.8,344.61,338.87,339.82,339.834,337.6545455
'2009/12/18 00:00,341.12,345.07,339.79,344.83,341.752,339.1445455
'2009/12/21 00:00,346.92,352.8,346.88,352.65,344.226,340.73
'2009/12/22 00:00,353.29,356.2,353.29,354.72,347.376,342.3663636
'2009/12/23 00:00,356.16,357.77,354.35,355.37,349.478,344.04
'2009/12/24 00:00,357.01,361.14,356.76,361.06,353.726,346.0372727
'2009/12/28 00:00,361.85,363.11,355.6,357.64,356.288,347.7672727
'2009/12/29 00:00,357.93,358.32,354.14,356.18,356.994,349.6709091
'2009/12/30 00:00,355.9,361.4,355.56,361.39,358.328,351.59
'2009/12/31 00:00,359.91,359.91,359.91,359.91,359.236,353.4936364
'2010/01/04 00:00,364.02,368.26,364.02,366.08,360.24,355.4227273
'2010/01/05 00:00,366.66,369.09,363.75,366.42,361.996,357.8409091
'2010/01/06 00:00,366.41,369.45,365.13,366.34,364.028,359.7963636
'2010/01/07 00:00,364.77,365.28,360.08,362.3,364.21,360.6736364
'2010/01/08 00:00,361.8,367.97,361.54,367.68,365.764,361.8518182
'2010/01/11 00:00,369.86,370.91,363.34,366.62,365.872,362.8745455
'2010/01/12 00:00,363.45,363.55,350.73,353.45,363.278,362.1827273
'2010/01/13 00:00,355.44,360.03,348.6,359.09,361.828,362.3145455
'2010/01/14 00:00,358.12,359.03,354.45,356.96,360.76,362.3854545
'2010/01/15 00:00,356.06,356.39,344.5,344.67,356.158,360.8654545
'2010/01/19 00:00,345.74,351.49,345.74,350.84,353.002,360.0409091
'2010/01/20 00:00,349.88,350.76,345.55,349.8,352.272,358.5609091
'2010/01/21 00:00,351,355.72,345.44,347.91,350.036,356.8781818
'2010/01/22 00:00,344.41,344.44,328.68,329.49,344.542,353.5281818
'2010/01/25 00:00,332.34,337.17,331.54,334.18,342.444,350.9718182
'2010/01/26 00:00,333.63,338.17,331.44,333.52,338.98,347.8663636
'2010/01/27 00:00,334.38,338.94,330.56,337.45,336.51,345.2145455
'2010/01/28 00:00,338.28,338.91,322.88,327.25,332.378,342.8327273
'2010/01/29 00:00,328.39,331.33,313.09,316.07,329.694,338.9218182
'2010/02/01 00:00,317.35,325.91,317.35,325.72,328.002,336.0818182
'2010/02/02 00:00,325.39,329.96,323.93,328.7,327.038,334.63
'2010/02/03 00:00,326.99,330.25,325.76,327.75,325.098,332.5309091
'2010/02/04 00:00,324.14,324.26,312.49,312.53,322.154,329.1427273
'2010/02/05 00:00,313.92,320.36,310.38,320.01,322.942,326.6063636
'2010/02/08 00:00,319.95,325.33,316.44,318.86,321.57,325.64
'2010/02/09 00:00,322.45,326.59,319.37,323.41,320.512,324.6609091
'2010/02/10 00:00,322.58,325.5,318.53,323.4,319.642,323.7409091
'2010/02/11 00:00,323.53,332.02,320.73,331.04,323.344,323.1581818
'2010/02/12 00:00,327.98,336.72,324.51,332.84,325.91,323.6663636
'2010/02/16 00:00,335.65,341.44,334.78,340.96,330.33,325.9290909
'2010/02/17 00:00,343.26,343.85,338.48,341.54,333.956,327.3672727
'2010/02/18 00:00,340.15,342.93,337.5,342.52,337.78,328.6236364
'2010/02/19 00:00,341.74,345.67,339.38,343.54,340.28,330.0590909
'2010/02/22 00:00,345.05,345.97,341.44,342.55,342.222,332.7881818
'2010/02/23 00:00,341.29,341.29,330.71,332.87,340.604,333.9572727
'2010/02/24 00:00,334.44,341.54,334.44,339.27,340.15,335.8127273
'2010/02/25 00:00,334.61,338.8,329.93,338.39,339.324,337.1745455
'2010/02/26 00:00,338.54,339.2,333.75,338.86,338.388,338.58
'2010/03/01 00:00,341.55,349.82,341.55,349.48,339.774,340.2563636
'2010/03/02 00:00,350.74,352.59,349.29,350.36,343.272,341.8490909
'2010/03/03 00:00,346.33,347.72,341.77,343.59,344.136,342.0881818
'2010/03/04 00:00,348.78,352.38,346.51,351.55,346.768,342.9981818
'2010/03/05 00:00,348.78,352.43,346.51,351.53,349.302,343.8172727
'2010/03/08 00:00,352.2,352.94,350.51,351.21,349.648,344.5145455
'2010/03/09 00:00,349.89,353.36,347.95,350.47,349.67,345.2345455
