date,費半_開盤價,費半_最高價,費半_最低價,費半_收盤價,費半_SMA5,費半_SMA10
'2010/03/10 00:00,350.81,359.01,350.76,358.04,352.56,347.5227273
'2010/03/11 00:00,357.36,357.41,352.98,357.16,353.682,349.1490909
'2010/03/12 00:00,358.44,358.9,354.11,355.37,354.45,350.6927273
'2010/03/15 00:00,351.65,358.65,351.61,358.18,355.844,352.4490909
'2010/03/16 00:00,351.65,360.39,351.61,359.87,357.724,353.3936364
'2010/03/17 00:00,360.6,365.78,360.6,364.06,358.928,354.6390909
'2010/03/18 00:00,364.23,364.86,358.69,361.64,359.824,356.28
'2010/03/19 00:00,360.72,361.58,353.51,355.67,359.884,356.6545455
'2010/03/22 00:00,354.13,364.91,352.73,364.25,361.098,357.8109091
'2010/03/23 00:00,365.07,372.9,365.03,372.47,363.618,359.7436364
'2010/03/24 00:00,370.03,370.18,364.73,365.37,363.88,361.0981818
'2010/03/25 00:00,369.29,371.93,364.5,364.83,364.518,361.7154545
'2010/03/26 00:00,367.22,369.07,360.09,362.89,365.962,362.2363636
'2010/03/29 00:00,365.02,368.04,365.02,366.37,366.386,363.2363636
'2010/03/30 00:00,367.17,370.17,364.43,368.9,365.672,364.2109091
'2010/03/31 00:00,366.95,370.61,365.17,366.57,365.912,364.82
'2010/04/01 00:00,369.81,375.4,363.86,366.93,366.332,365.0809091
'2010/04/05 00:00,369.07,378.25,369.07,377.86,369.326,366.5554545
'2010/04/06 00:00,376.32,377.34,373.21,375.52,371.156,368.36
'2010/04/07 00:00,375.37,379.44,372.55,376.89,372.754,369.5090909
'2010/04/08 00:00,374.89,374.89,368.29,371.47,373.734,369.4181818
'2010/04/09 00:00,372.47,375.81,370.98,375.76,375.5,370.3627273
'2010/04/12 00:00,376.32,382.14,375.89,378.97,375.722,371.6481818
'2010/04/13 00:00,379.29,382,377.33,381.33,376.884,373.3245455
'2010/04/14 00:00,389.08,398.24,389.04,397.73,381.052,376.1754545
'2010/04/15 00:00,398.14,401.77,396.91,398.86,386.53,378.8990909
'2010/04/16 00:00,396.85,396.86,388.13,393.75,390.128,381.37
'2010/04/19 00:00,392.48,393.25,381.7,389.66,392.266,383.4363636
'2010/04/20 00:00,393.75,396.93,391.28,395.71,395.142,385.0590909
'2010/04/21 00:00,397.03,400.08,385.63,391.42,393.88,386.5045455
'2010/04/22 00:00,388.34,399.83,382.81,398.94,393.896,388.5090909
'2010/04/23 00:00,398.44,400.73,394.16,400.42,395.23,391.1409091
'2010/04/26 00:00,400.38,404.7,399.82,400.81,397.46,393.4181818
'2010/04/27 00:00,398.89,400.18,386.3,386.78,395.674,394.1281818
'2010/04/28 00:00,389.96,393.55,383.06,388.63,395.116,394.7918182
'2010/04/29 00:00,390.46,394.67,387.85,393.97,394.122,394.45
'2010/04/30 00:00,391.91,391.96,375.96,376.07,389.252,392.3781818
'2010/05/03 00:00,378.12,387.73,378.12,385.97,386.284,391.6709091
'2010/05/04 00:00,380.45,380.45,363.12,368.48,382.624,389.7454545
'2010/05/05 00:00,363.74,370.39,358.67,364.54,377.806,386.9118182
'2010/05/06 00:00,363.15,368.35,326.75,352.54,369.52,383.3772727
'2010/05/07 00:00,349.5,355.08,334.45,346.75,363.656,378.6327273
'2010/05/10 00:00,360.63,367.57,360.63,367.48,359.958,375.6381818
'2010/05/11 00:00,363.14,371.63,359.29,364.73,359.208,372.3581818
'2010/05/12 00:00,367.34,375.56,366.77,375.08,361.316,371.2945455
'2010/05/13 00:00,373,376.42,363.18,364.96,363.8,369.1427273
'2010/05/14 00:00,360.35,360.38,347.06,353.86,365.222,365.4963636
'2010/05/17 00:00,353.34,359.97,347.1,359.39,363.604,363.98
'2010/05/18 00:00,362.68,363.76,347.37,348.85,360.428,360.6054545
'2010/05/19 00:00,347.62,354.67,342.65,350.84,355.58,359.0018182
'2010/05/20 00:00,343.71,348.78,334.35,340.6,350.708,356.8254545
'2010/05/21 00:00,335.99,354.33,334.58,349.11,349.758,356.5136364
'2010/05/24 00:00,347.21,350.93,342.12,342.54,346.388,356.1309091
'2010/05/25 00:00,333.88,344.78,328.07,344.51,345.52,354.0427273
'2010/05/26 00:00,348.15,355.02,343.07,343.78,344.108,352.1381818
'2010/05/27 00:00,350.65,361.7,350.58,361.55,348.298,350.9081818
'2010/05/28 00:00,361.01,361.29,350.62,355.66,349.608,350.0627273
'2010/06/01 00:00,354.08,359.34,347.39,347.61,350.622,349.4945455
'2010/06/02 00:00,349.2,360.27,348.02,360.2,353.76,349.5681818
'2010/06/03 00:00,361.08,365.91,358.48,364.45,357.894,350.9863636
'2010/06/04 00:00,357.86,362.13,346.65,348.48,355.28,350.7718182
'2010/06/07 00:00,349.83,352.26,334.88,335.84,351.316,350.3390909
'2010/06/08 00:00,335.78,337,326.24,334.58,348.71,349.0181818
'2010/06/09 00:00,337.95,344.79,330.54,332.06,343.082,348.0654545
'2010/06/10 00:00,337.91,345.12,337.83,344.69,339.13,348.0818182
'2010/06/11 00:00,341.43,350.03,340.29,349.53,339.34,348.6045455
'2010/06/14 00:00,354.2,358.93,351.4,351.97,342.566,347.7336364
'2010/06/15 00:00,354.42,372.31,354.42,371.47,349.944,349.1709091
'2010/06/16 00:00,369.24,375.74,365.37,373.09,358.15,351.4872727
'2010/06/17 00:00,372.16,374.82,371.32,371.86,363.584,352.5472727
'2010/06/18 00:00,372.16,374.82,369.49,371.21,367.92,353.1618182
'2010/06/21 00:00,376.3,377.51,365.32,368.04,371.134,354.94
'2010/06/22 00:00,369.88,373.58,360.45,361.39,369.118,357.2627273
'2010/06/23 00:00,362.56,367.4,356.01,362.88,367.076,359.8354545
'2010/06/24 00:00,352.99,353.4,345.87,348.67,362.438,361.3454545
'2010/06/25 00:00,352.96,354.02,345.87,352.09,358.614,362.0181818
'2010/06/28 00:00,346.64,346.64,336.12,340.45,353.096,361.1927273
'2010/06/29 00:00,337.7,342.21,336.14,340.25,348.868,360.1272727
'2010/06/30 00:00,332.27,335.77,323.64,332.54,342.8,356.5881818
'2010/07/01 00:00,332.27,335.86,323.64,333.11,339.688,352.9536364
'2010/07/02 00:00,333.4,334.8,326.06,331.6,335.59,349.2936364
'2010/07/06 00:00,336.27,339.89,327.95,331.15,333.73,345.6518182
'2010/07/07 00:00,331.91,348.26,331.63,347.87,335.254,343.8181818
'2010/07/08 00:00,350.09,351.37,341.66,347.62,338.27,342.5663636
'2010/07/09 00:00,347.14,351.58,345.32,351.36,341.92,341.5190909
'2010/07/12 00:00,351.42,356.79,350.73,355.33,346.666,342.1245455
'2010/07/13 00:00,367.32,370.1,362.26,365.78,353.592,343.3690909
'2010/07/14 00:00,362,362.16,354.26,361.09,356.236,345.2454545
'2010/07/15 00:00,358.79,359.29,352.22,353.4,357.392,346.4409091
'2010/07/16 00:00,358.56,359.29,348.93,349.16,356.952,347.9518182
'2010/07/19 00:00,351.42,358.48,350.13,357.94,357.474,350.2090909
'2010/07/20 00:00,349.06,358.57,344.92,358.13,355.944,352.6209091
'2010/07/21 00:00,354.15,362.67,354.14,360.45,355.816,355.2845455
'2010/07/22 00:00,354.15,364.48,354.14,362.66,357.668,356.6290909
'2010/07/23 00:00,360.46,365.2,357.34,364.53,360.742,358.1663636
'2010/07/26 00:00,364.65,369.5,360.7,369.5,363.054,359.8154545
'2010/07/27 00:00,370.88,371.04,364.57,366.08,364.644,360.7927273
'2010/07/28 00:00,363.86,367.38,357.71,359.47,364.448,360.2190909
'2010/07/29 00:00,360.08,361.14,347.81,352.52,362.42,359.44
'2010/07/30 00:00,352.74,356.64,350.26,354.94,360.502,359.58
'2010/08/03 00:00,353.5,353.51,348.36,351.25,356.852,359.77
'2010/08/04 00:00,352.05,354.09,348.06,354.71,354.578,359.4763636
'2010/08/05 00:00,347.54,350.95,342.58,352.44,353.172,358.9590909
'2010/08/06 00:00,349.06,354.44,347.25,351.75,353.018,358.1681818
'2010/08/09 00:00,347.54,350.95,342.58,354.05,352.84,357.3854545
'2010/08/10 00:00,347.54,350.95,342.58,344.74,351.538,355.5863636
'2010/08/11 00:00,347.54,350.95,342.58,330.06,346.608,352.0009091
'2010/08/12 00:00,322.11,327.76,318.91,325.75,341.27,348.3345455
'2010/08/13 00:00,347.54,350.95,342.58,322.74,335.468,344.9954545
'2010/08/16 00:00,328.01,327.32,319.11,324.26,329.51,342.4263636
'2010/08/17 00:00,347.54,350.95,342.58,328.6,326.282,340.0318182
'2010/08/18 00:00,328.11,333.84,326.76,332.1,326.69,338.2909091
'2010/08/19 00:00,329.98,332.45,324.85,326.42,326.824,335.7190909
'2010/08/20 00:00,327.82,331.08,325.45,327.88,327.852,333.4863636
'2010/08/23 00:00,329.35,331.04,323.52,323.78,327.756,330.9436364
'2010/08/24 00:00,318.51,321.82,315.72,318.41,325.718,327.7036364
'2010/08/25 00:00,315.68,322.88,312.66,321.5,323.598,325.5909091
'2010/08/26 00:00,323.08,323.73,314.07,315.23,321.36,324.2427273
'2010/08/27 00:00,317.79,322.73,309.09,321.76,320.136,323.88
'2010/08/30 00:00,320.99,321,313.58,313.58,318.096,323.0472727
'2010/08/31 00:00,311.52,315.11,305.79,307.49,315.912,321.5227273
'2010/09/01 00:00,312.31,320.06,311.68,316.75,314.962,320.4454545
'2010/09/02 00:00,317.56,323.32,316.46,323.32,316.58,319.6472727
'2010/09/03 00:00,347.54,350.95,342.58,328.71,317.97,319.8554545
'2010/09/07 00:00,326.94,328.32,321.4,322.31,319.716,319.3490909
'2010/09/08 00:00,322.72,322.8,317.64,320.9,322.398,319.0872727
'2010/09/09 00:00,323.95,324.85,320.03,321.08,323.264,319.33
'2010/09/10 00:00,320.44,321.65,312.31,316.57,321.914,318.8818182
'2010/09/13 00:00,319.91,327.89,319.9,327.17,321.606,319.9672727
'2010/09/14 00:00,347.54,350.95,342.58,332.76,323.696,320.9672727
'2010/09/15 00:00,330.96,332.42,327.52,331.64,325.844,322.6090909
'2010/09/16 00:00,330.62,334.91,329.19,334.24,328.476,325.0409091
'2010/09/17 00:00,335.7,336.45,332.59,334.35,332.032,326.6409091
'2010/09/20 00:00,334.75,336.65,331.34,336.12,333.822,327.8045455
'2010/09/21 00:00,335.66,338.12,333.87,335.29,334.328,328.4027273
'2010/09/22 00:00,333.42,334.87,328.05,330.45,334.09,329.1427273
'2010/09/23 00:00,327.36,338.43,325.32,332.83,333.808,330.2272727
'2010/09/24 00:00,337.09,346.55,337.07,346.14,336.166,332.5054545
'2010/09/27 00:00,346.16,346.99,342.48,343.8,337.702,334.9809091
'2010/09/28 00:00,344.78,350.01,340.51,349.46,340.536,337.0072727
'2010/09/29 00:00,348.06,354.32,347.49,351.79,344.804,338.7372727
'2010/09/30 00:00,352.98,356.22,345.84,349.24,348.086,340.3372727
'2010/10/01 00:00,351.06,353.03,345.51,348.06,348.47,341.5936364
'2010/10/04 00:00,346.9,347.62,339.48,343.12,348.334,342.3909091
'2010/10/05 00:00,345.99,351.69,345.99,350.91,348.624,343.7354545
'2010/10/06 00:00,349.99,350.72,342.35,345.34,347.334,344.6490909
'2010/10/07 00:00,345.59,349.11,341.92,348.33,347.152,346.2745455
'2010/10/08 00:00,345.52,351.02,341.95,350.15,347.57,347.8490909
'2010/10/11 00:00,351.72,354.38,348.94,354.11,349.768,348.5736364
'2010/10/12 00:00,356.85,357.58,352.16,356.76,350.938,349.7518182
'2010/10/13 00:00,356.85,357.58,352.16,355.66,353.002,350.3154545
'2010/10/14 00:00,355.53,358.11,352.67,354.83,354.302,350.5918182
'2010/10/15 00:00,356.31,358.47,351.87,357.12,355.696,351.3081818
'2010/10/18 00:00,350.47,355.59,345.98,355.49,355.972,351.9836364
'2010/10/19 00:00,349.36,352.57,347.45,351.96,355.012,352.7872727
'2010/10/20 00:00,349.36,353.46,347.45,351.78,354.236,352.8663636
'2010/10/21 00:00,350.95,355.3,350.57,354.72,354.214,353.7190909
'2010/10/22 00:00,350.95,357.57,350.57,356.94,354.178,354.5018182
'2010/10/25 00:00,358.91,361.06,355.18,360.13,355.106,355.4090909
'2010/10/26 00:00,358.91,361.06,355.18,359.36,356.586,355.8863636
'2010/10/27 00:00,360.33,370.58,359.73,370.45,360.32,357.1309091
'2010/10/28 00:00,370.45,371.22,365.88,370.34,363.444,358.4654545
'2010/10/29 00:00,369.9,373.78,369.63,372.64,366.584,360.0845455
'2010/11/01 00:00,374.04,374.9,371.9,374.17,369.392,361.6345455
'2010/11/02 00:00,373.94,375.37,372.16,373.06,372.132,363.2318182
'2010/11/03 00:00,373.94,377.81,371.95,377.81,373.604,365.5818182
'2010/11/04 00:00,390.14,393.96,388.93,390.1,377.556,369.0654545
'2010/11/05 00:00,390.14,393.96,388.93,392.02,381.432,372.4563636
'2010/11/08 00:00,391.83,392.41,390.02,390.86,384.77,375.54
'2010/11/09 00:00,391.83,392.41,385.71,387.32,387.622,378.0118182
'2010/11/10 00:00,387.12,387.61,382.14,387.34,389.528,380.5554545
'2010/11/11 00:00,382.33,388.53,382.31,383.52,388.212,381.7436364
'2010/11/12 00:00,382.33,388.53,378.51,382.61,386.33,382.8590909
'2010/11/15 00:00,384.49,385.97,379.54,379.57,384.072,383.4890909
'2010/11/16 00:00,377.3,380.36,372.27,374.07,381.422,383.48
'2010/11/17 00:00,373.99,378.15,372.29,373.85,378.724,383.5518182
'2010/11/18 00:00,381.33,385.27,380.98,384.95,379.01,384.2009091
'2010/11/19 00:00,381.33,388.09,380.98,387.09,379.906,383.9272727
'2010/11/22 00:00,386.28,391.81,385.75,391.33,382.258,383.8645455
'2010/11/23 00:00,387.58,390.91,386.51,388.27,385.098,383.6290909
'2010/11/24 00:00,391.35,399.23,391.34,398.71,390.07,384.6645455
'2010/11/25 00:00,395.53,397.64,394.99,396.58,392.396,385.5045455
'2010/11/26 00:00,395.53,398.26,394.99,396.03,394.184,386.6418182
'2010/11/29 00:00,390.86,392.06,389.26,390.76,394.07,387.3827273
'2010/11/30 00:00,396.05,401.74,396.05,401.72,396.76,389.3963636
'2010/12/01 00:00,403.52,407.99,403.18,407.93,398.604,392.4745455
'2010/12/02 00:00,403.52,410.81,403.18,410.56,401.4,395.8118182
'2010/12/03 00:00,408.07,413.19,407.55,412.43,404.68,398.31
'2010/12/06 00:00,411.46,412.65,408.41,411.77,408.882,400.5536364
'2010/12/07 00:00,415.2,417.87,411.37,411.51,410.84,402.3881818
'2010/12/08 00:00,411.93,415.75,410.54,415.43,412.34,404.8572727
'2010/12/09 00:00,417.64,418.47,414.87,416.4,413.508,406.4654545
'2010/12/10 00:00,417.25,418.18,414.82,416.69,414.36,408.2936364
'2010/12/13 00:00,418.53,419.21,413.05,413.2,414.646,409.8545455
'2010/12/14 00:00,413.58,415.03,409.26,410.67,414.478,411.6645455
'2010/12/15 00:00,407.11,408.34,405.63,408.08,413.008,412.2427273
'2010/12/16 00:00,409.25,410.93,409.1,410.85,411.898,412.5081818
'2010/12/17 00:00,409.25,412.35,409.1,411.44,410.848,412.5881818
'2010/12/20 00:00,412.21,412.49,408.24,410.24,410.256,412.3890909
'2010/12/21 00:00,411.71,414.22,411.69,412.96,410.714,412.4972727
'2010/12/22 00:00,411.05,413.29,408.61,413.09,411.716,412.6409091
'2010/12/23 00:00,411.86,413.35,411.02,411.78,411.902,412.3090909
'2010/12/27 00:00,410.22,413.08,406.91,412.27,412.068,411.9336364
'2010/12/28 00:00,411.73,412.26,408.98,410.66,412.152,411.3854545
'2010/12/29 00:00,411.38,411.89,409.22,411.2,411.8,411.2036364
'2010/12/30 00:00,410.89,412.99,410.21,412.3,411.642,411.3518182
'2010/12/31 00:00,412.07,412.78,409.64,411.82,411.65,411.6918182
'2011/01/03 00:00,414.76,419.56,413.9,414.02,412,411.98
'2011/01/04 00:00,414.35,414.56,412.2,414.34,412.736,412.2436364
'2011/01/05 00:00,413.15,417.97,412.2,417.09,413.914,412.8663636
'2011/01/06 00:00,418.4,424.99,418.29,424.77,416.408,413.94
'2011/01/07 00:00,425.77,427.48,418.82,425.76,419.196,415.0918182
'2011/01/10 00:00,431.55,432.35,428.47,429.56,422.304,416.7081818
'2011/01/11 00:00,431.63,432.41,428.47,431.52,425.74,418.4581818
'2011/01/12 00:00,441.31,441.31,441.31,441.31,430.584,421.2445455
'2011/01/13 00:00,447.19,447.19,447.19,447.19,435.068,424.5163636
'2011/01/14 00:00,442.01,451.59,441.1,451.59,440.234,428.0881818
'2011/01/17 00:00,447.74,447.74,447.73,447.73,443.868,431.3527273
'2011/01/18 00:00,441.63,441.63,441.63,441.63,445.89,433.8627273
'2011/01/19 00:00,445.14,446.92,438.46,439.33,445.494,436.1345455
'2011/01/20 00:00,436.05,436.05,428.83,434.77,443.01,437.7418182
'2011/01/21 00:00,437.61,439.05,431.1,431.65,439.022,438.3672727
'2011/01/24 00:00,434.75,442.44,432.97,442.42,437.96,439.8818182
'2011/01/25 00:00,440.99,441.79,435.6,439.12,437.458,440.7509091
'2011/01/26 00:00,445.41,451.04,445.38,450.44,439.68,442.4709091
'2011/01/27 00:00,443.61,443.61,443.61,443.61,441.448,442.68
'2011/01/28 00:00,451.28,451.28,435.46,438.61,442.84,441.9
'2011/01/31 00:00,439.98,442.75,436.4,440.51,442.458,440.8927273
'2011/02/01 00:00,454.94,454.94,454.89,454.89,445.612,441.5436364
'2011/02/02 00:00,451.72,451.75,451.7,451.7,445.864,442.4590909
'2011/02/03 00:00,457.83,457.83,457.55,457.55,448.652,444.1154545
'2011/02/04 00:00,454.69,463.15,454.49,463.11,453.552,446.6918182
'2011/02/07 00:00,463.97,466.34,459.41,461.25,457.7,449.3827273
'2011/02/08 00:00,462.15,462.15,457.24,460.9,458.902,451.0627273
'2011/02/09 00:00,460.4,460.95,455.98,457.6,460.082,452.7427273
'2011/02/10 00:00,453.79,459.56,451.38,459.25,460.422,453.5436364
'2011/02/11 00:00,457.36,464.34,455.53,462.82,460.364,455.29
'2011/02/14 00:00,464.02,469.74,463.77,466.4,461.394,457.8163636
'2011/02/15 00:00,465.25,465.36,459.73,461.38,461.49,459.7136364
'2011/02/16 00:00,463.5,467.85,463.05,466.56,463.282,460.7745455
'2011/02/17 00:00,464.43,474.08,464.28,473.22,466.076,462.7309091
'2011/02/18 00:00,473.98,474.33,469.63,471.46,467.804,463.9954545
'2011/02/22 00:00,464.41,464.41,451.78,452.81,465.086,463.0590909
'2011/02/23 00:00,452.94,453.01,438.6,444.27,461.664,461.5154545
'2011/02/24 00:00,445.28,452.89,442.99,451.9,458.732,460.6972727
'2011/02/25 00:00,456.1,463.7,456.1,463.69,456.826,461.2509091
'2011/02/28 00:00,465.66,466.59,453.67,458.62,454.258,461.1936364
'2011/03/01 00:00,459.41,461.56,449.23,449.78,453.652,460.0081818
'2011/03/02 00:00,449.79,461.46,449.74,456.09,456.016,459.0709091
'2011/03/03 00:00,460.65,466.21,460.65,464.77,458.59,459.3790909
'2011/03/04 00:00,463.14,463.69,456.81,459.82,457.816,458.7663636
'2011/03/07 00:00,460.57,460.85,442.55,447.35,455.562,456.4145455
'2011/03/08 00:00,447.64,452.44,443.35,447.94,455.194,454.2763636
'2011/03/09 00:00,445.67,445.67,433.62,434.35,450.846,452.5981818
'2011/03/10 00:00,427.37,429.99,422.85,423.73,442.638,450.7309091
'2011/03/11 00:00,421.3,428.99,421.04,427.91,436.256,448.55
'2011/03/14 00:00,431.52,432.33,424.05,427.17,432.22,445.23
'2011/03/15 00:00,412.68,424.63,408.69,421.79,426.99,441.8818182
'2011/03/16 00:00,421.8,426.56,409.53,412.44,422.608,438.4872727
'2011/03/17 00:00,419.74,422.89,416.13,417.97,421.456,435.0218182
'2011/03/18 00:00,423.22,423.89,417.41,419.2,419.714,430.8790909
'2011/03/21 00:00,424.69,429.29,424.69,426.79,419.638,427.8763636
'2011/03/22 00:00,425.42,426.1,422.2,422.91,419.862,425.6545455
'2011/03/23 00:00,421.02,427.65,418.62,426.94,422.762,423.7454545
'2011/03/24 00:00,432.34,438.37,429.84,437.41,426.65,424.0236364
'2011/03/25 00:00,438.22,440.92,435.94,436.27,430.064,425.1636364
'2011/03/28 00:00,438.22,440.58,436.18,436.75,432.056,425.9672727
'2011/03/29 00:00,440.56,440.56,440.56,440.56,435.586,427.1845455
'2011/03/30 00:00,436.45,436.45,436.45,436.45,437.488,428.5172727
'2011/03/31 00:00,435.55,435.55,435.54,435.54,437.114,430.6172727
'2011/04/01 00:00,440.47,440.65,430.98,432.85,436.43,431.97
'2011/04/04 00:00,434.13,434.28,426.27,429.05,434.89,432.8654545
'2011/04/05 00:00,436.26,441.87,435.53,438.78,434.534,433.9554545
'2011/04/06 00:00,442.15,442.15,442.15,442.15,435.674,435.7045455
'2011/04/07 00:00,444.78,445.43,438.85,443.25,437.216,437.1872727
'2011/04/08 00:00,446.39,447.25,438.3,439.58,438.562,437.3845455
'2011/04/11 00:00,425.6,425.6,425.6,425.6,437.872,436.4145455
'2011/04/12 00:00,432.05,432.05,424.6,426.78,435.472,435.5081818
'2011/04/13 00:00,429.99,430.72,425.3,427.89,432.62,434.3563636
'2011/04/14 00:00,424.83,428.64,422.01,428.41,429.652,433.6254545
'2011/04/15 00:00,427.41,432.35,425.09,431.23,427.982,433.2336364
'2011/04/18 00:00,425.6,425.89,420.15,423.44,427.55,432.3781818
'2011/04/19 00:00,440.49,440.49,440.49,440.49,430.292,433.4181818
'2011/04/20 00:00,435.73,443.47,435.73,443.42,433.398,433.84
'2011/04/21 00:00,445.19,445.22,441.14,443.2,436.356,433.9354545
'2011/04/25 00:00,444.61,449.39,443.48,449.34,439.978,434.4890909
'2011/04/26 00:00,444.61,451.17,443.48,450.48,445.386,435.48
'2011/04/27 00:00,447.46,451.24,445.1,450.64,447.416,437.7563636
'2011/04/28 00:00,447.54,450.4,444.41,447.54,448.24,439.6436364
'2011/04/29 00:00,447.46,450.5,447.09,449.56,449.512,441.6136364
'2011/05/02 00:00,450.62,450.79,444.22,445.06,448.656,443.1272727
'2011/05/03 00:00,443.88,444.31,436.77,439.43,446.446,443.8727273
'2011/05/04 00:00,441.19,442.92,434.17,439.7,444.258,445.3509091
'2011/05/05 00:00,447.85,447.85,447.84,447.84,444.318,446.0190909
'2011/05/06 00:00,445,448.69,441.92,443.66,443.138,446.0409091
'2011/05/09 00:00,442.68,443.78,439.46,442.36,442.598,445.9645455
'2011/05/10 00:00,443.65,445.84,441.77,444.59,443.63,445.5327273
'2011/05/11 00:00,439.85,446.15,438.44,445.83,444.856,445.11
'2011/05/12 00:00,439.85,448.47,438.44,447.13,444.714,444.7909091
'2011/05/13 00:00,445.15,447.44,440.79,440.95,444.172,444.1918182
'2011/05/16 00:00,440.13,444.38,434.32,434.69,442.638,442.84
'2011/05/17 00:00,432.06,432.06,425.46,429.48,439.616,441.4236364
'2011/05/18 00:00,430.45,438.84,430.45,437.59,437.968,441.2563636
'2011/05/19 00:00,435.72,435.74,430.02,433.87,435.316,440.7263636
'2011/05/20 00:00,432.93,435.03,430.25,432.56,433.638,439.3372727
'2011/05/23 00:00,426.63,426.63,423.29,423.34,431.368,437.49
'2011/05/24 00:00,424.89,426.07,420,420.21,429.514,435.4763636
'2011/05/25 00:00,418.85,425.58,417.86,424.21,426.838,433.6236364
'2011/05/26 00:00,423.7,429.14,422.24,428.24,425.712,432.0245455
'2011/05/27 00:00,431.23,434.47,431.23,433.09,425.818,430.7481818
'2011/05/31 00:00,436.02,439.64,435.42,439.6,429.07,430.6254545
'2011/06/01 00:00,438.25,438.46,426.11,426.28,430.284,429.8609091
'2011/06/02 00:00,422.62,425.05,418.15,418.52,429.146,428.8645455
'2011/06/06 00:00,418.14,419.95,415.08,415.34,426.566,426.8418182
